
SetupTitle, ADC
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:42:09
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 18
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f0f28247-523c-4f5e-bfb8-1fb1661e0adc
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.019000000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 83
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.0087
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.011
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.48178498692471783
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -3.7826086956521738
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.48178498692471783
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -3.7826086956521738
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.48178498692471783
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -3.7826086956521738
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.48178498692471783
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -3.7826086956521738
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.48178498692471783
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -3.7826086956521738
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ADC
Dimension1, 10000, 10000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01915, 0.00873
DataValue, 0.03928, 0.008744
DataValue, 0.05927, 0.00877
DataValue, 0.07987000000000001, 0.00881
DataValue, 0.11541000000000001, 0.00881
DataValue, 0.13339, 0.008798
DataValue, 0.14935, 0.008852
DataValue, 0.16792, 0.00889
DataValue, 0.18814, 0.008914
DataValue, 0.20891, 0.0089260000000000016
DataValue, 0.22783000000000003, 0.0089260000000000016
DataValue, 0.24680000000000002, 0.008958
DataValue, 0.26726, 0.008998
DataValue, 0.28823000000000004, 0.0090400000000000012
DataValue, 0.30708, 0.0091740000000000016
DataValue, 0.32722, 0.0095000000000000015
DataValue, 0.34736, 0.0094080000000000014
DataValue, 0.36839000000000005, 0.0095360000000000011
DataValue, 0.38731000000000004, 0.0092780000000000015
DataValue, 0.40732, 0.009284
DataValue, 0.42728000000000005, 0.0097200000000000012
DataValue, 0.44733000000000006, 0.009842
DataValue, 0.46812000000000004, 0.009454
DataValue, 0.48729000000000006, 0.0093700000000000016
DataValue, 0.50787, 0.0098660000000000015
DataValue, 0.52728000000000008, 0.0094740000000000015
DataValue, 0.54726000000000008, 0.009470000000000001
DataValue, 0.56725, 0.010116000000000002
DataValue, 0.57266000000000006, 0.010142000000000002
DataValue, 0.57665, 0.010146
DataValue, 0.58064, 0.010194000000000002
DataValue, 0.58464, 0.01021
DataValue, 0.58877, 0.010192000000000001
DataValue, 0.59269, 0.010214
DataValue, 0.59663, 0.010238
DataValue, 0.60063, 0.010234
DataValue, 0.60611, 0.010312000000000002
DataValue, 0.61269000000000007, 0.010322000000000001
DataValue, 0.61668, 0.010350000000000002
DataValue, 0.62078, 0.010342
DataValue, 0.62463, 0.010358000000000001
DataValue, 0.62864000000000009, 0.010382
DataValue, 0.63263, 0.010348000000000001
DataValue, 0.63777000000000006, 0.010392
DataValue, 0.64108000000000009, 0.010416000000000002
DataValue, 0.64468, 0.010362000000000001
DataValue, 0.64864000000000011, 0.010406
DataValue, 0.6543500000000001, 0.010414000000000001
DataValue, 0.66064, 0.010412000000000001
DataValue, 0.66464, 0.010424000000000001
DataValue, 0.66912, 0.010480000000000002
DataValue, 0.67269, 0.010502000000000001
DataValue, 0.67662000000000011, 0.010494000000000002
DataValue, 0.68063000000000007, 0.010504000000000001
DataValue, 0.68483, 0.010504000000000001
DataValue, 0.68864, 0.010574
DataValue, 0.69267, 0.010596000000000001
DataValue, 0.69663000000000008, 0.010614
DataValue, 0.7009200000000001, 0.01063
DataValue, 0.70464, 0.010658
DataValue, 0.70867, 0.01068
DataValue, 0.71274, 0.010676000000000002
DataValue, 0.71732000000000007, 0.010706
DataValue, 0.7212900000000001, 0.010714000000000001
DataValue, 0.72465, 0.010726000000000001
DataValue, 0.72865, 0.010742000000000002
DataValue, 0.73269000000000006, 0.010744
DataValue, 0.73669000000000007, 0.010842000000000001
DataValue, 0.74069000000000007, 0.010870000000000001
DataValue, 0.74465, 0.01088
DataValue, 0.74869000000000008, 0.010778000000000001
DataValue, 0.75269000000000008, 0.010722
DataValue, 0.75669000000000008, 0.010744
DataValue, 0.76069000000000009, 0.010730000000000002
DataValue, 0.76465, 0.010736
DataValue, 0.76868, 0.010784
DataValue, 0.7882, 0.010374000000000001
DataValue, 0.79425, 0.010384000000000001
DataValue, 0.80068000000000006, 0.010418
DataValue, 0.80463000000000007, 0.010418
DataValue, 0.80964, 0.010392
DataValue, 0.81272000000000011, 0.010394
DataValue, 0.81669, 0.010374000000000001
DataValue, 0.8206500000000001, 0.010424000000000001
DataValue, 0.82469, 0.010454000000000002
DataValue, 0.82862, 0.010382
DataValue, 0.83263000000000009, 0.010452000000000001
DataValue, 0.8366300000000001, 0.010438000000000001
DataValue, 0.84108, 0.010464000000000001
DataValue, 0.84489, 0.010486
DataValue, 0.84863000000000011, 0.010496
DataValue, 0.85267, 0.010398000000000001
DataValue, 0.85669000000000006, 0.010384000000000001
DataValue, 0.86063000000000012, 0.010356
DataValue, 0.86467, 0.0094880000000000016
DataValue, 0.86863000000000012, 0.0098020000000000017
DataValue, 0.88754000000000011, 0.0098800000000000016
DataValue, 0.8926400000000001, 0.010176000000000001
DataValue, 0.89663, 0.01021
DataValue, 0.90086000000000011, 0.010164000000000001
DataValue, 0.90532000000000012, 0.010150000000000001
DataValue, 0.90928000000000009, 0.010226
DataValue, 0.91265000000000007, 0.010234
DataValue, 0.91669000000000012, 0.010262
DataValue, 0.92068, 0.010254000000000001
DataValue, 0.92465000000000008, 0.010248
DataValue, 0.92873, 0.010280000000000001
DataValue, 0.93269000000000013, 0.010264
DataValue, 0.93664, 0.010294000000000001
DataValue, 0.94064, 0.010286000000000002
DataValue, 0.94464, 0.010306000000000001
DataValue, 0.94998, 0.010292
DataValue, 0.95273000000000008, 0.010292
DataValue, 0.95674, 0.010302
DataValue, 0.96064, 0.010294000000000001
DataValue, 0.96474, 0.010280000000000001
DataValue, 0.96864000000000006, 0.010276
DataValue, 0.97269, 0.010286000000000002
DataValue, 0.97665000000000013, 0.010278
DataValue, 0.98064000000000007, 0.010298000000000002
DataValue, 0.98468000000000011, 0.010292
DataValue, 0.98867, 0.010292
DataValue, 0.99263000000000012, 0.010194000000000002
DataValue, 0.99722000000000011, 0.010274
DataValue, 1.0006300000000001, 0.010288
DataValue, 1.00469, 0.010294000000000001
DataValue, 1.0086300000000001, 0.010294000000000001
DataValue, 1.01288, 0.010302
DataValue, 1.0166700000000002, 0.010288
DataValue, 1.0206300000000002, 0.010322000000000001
DataValue, 1.0246700000000002, 0.010312000000000002
DataValue, 1.02875, 0.010326
DataValue, 1.03268, 0.010306000000000001
DataValue, 1.0366300000000002, 0.010336000000000001
DataValue, 1.04078, 0.010332000000000001
DataValue, 1.04464, 0.010318
DataValue, 1.04867, 0.010328
DataValue, 1.0526300000000002, 0.010306000000000001
DataValue, 1.0569000000000002, 0.010306000000000001
DataValue, 1.06126, 0.010298000000000002
DataValue, 1.06562, 0.010304
DataValue, 1.06865, 0.010274
DataValue, 1.0726600000000002, 0.010286000000000002
DataValue, 1.0766900000000002, 0.010292
DataValue, 1.08064, 0.010180000000000002
DataValue, 1.08467, 0.010270000000000001
DataValue, 1.08878, 0.01012
DataValue, 1.0926500000000001, 0.010260000000000002
DataValue, 1.09663, 0.010262
DataValue, 1.10067, 0.010246000000000002
DataValue, 1.1061100000000002, 0.010260000000000002
DataValue, 1.1126900000000002, 0.010260000000000002
DataValue, 1.1166500000000001, 0.010272000000000002
DataValue, 1.12078, 0.010278
DataValue, 1.1246900000000002, 0.010288
DataValue, 1.1286500000000002, 0.010266
DataValue, 1.1326500000000002, 0.010288
DataValue, 1.1366500000000002, 0.010278
DataValue, 1.1406800000000001, 0.010296000000000001
DataValue, 1.1594, 0.009912
DataValue, 1.16469, 0.010164000000000001
DataValue, 1.17016, 0.010204000000000001
DataValue, 1.1766800000000002, 0.010232000000000002
DataValue, 1.18063, 0.010258000000000002
DataValue, 1.1848200000000002, 0.010262
DataValue, 1.1886800000000002, 0.010184
DataValue, 1.1926400000000001, 0.010198
DataValue, 1.1966700000000001, 0.010214
DataValue, 1.20069, 0.010174
DataValue, 1.2046700000000001, 0.010192000000000001
DataValue, 1.20863, 0.010188000000000001
DataValue, 1.21279, 0.010316
DataValue, 1.2171200000000002, 0.010322000000000001
DataValue, 1.2206700000000001, 0.01034
DataValue, 1.22463, 0.010334000000000001
DataValue, 1.2287400000000002, 0.010336000000000001
DataValue, 1.2334200000000002, 0.010320000000000001
DataValue, 1.23693, 0.010356
DataValue, 1.2406400000000002, 0.010336000000000001
DataValue, 1.2446400000000002, 0.010238
DataValue, 1.2486400000000002, 0.010212
DataValue, 1.25269, 0.010186
DataValue, 1.2566400000000002, 0.010204000000000001
DataValue, 1.26068, 0.010194000000000002
DataValue, 1.26468, 0.010206000000000002
DataValue, 1.2686400000000002, 0.010192000000000001
DataValue, 1.27264, 0.01017
DataValue, 1.2781, 0.010192000000000001
DataValue, 1.28078, 0.010238
DataValue, 1.2846300000000002, 0.0103
DataValue, 1.2886300000000002, 0.010336000000000001
DataValue, 1.29403, 0.010326
DataValue, 1.2966300000000002, 0.010334000000000001
DataValue, 1.3006300000000002, 0.010320000000000001
DataValue, 1.3046300000000002, 0.010318
DataValue, 1.3098800000000002, 0.010326
DataValue, 1.31265, 0.010312000000000002
DataValue, 1.3166300000000002, 0.010328
DataValue, 1.32067, 0.010328
DataValue, 1.32579, 0.010308000000000001
DataValue, 1.33268, 0.010314
DataValue, 1.33668, 0.010304
DataValue, 1.3406500000000001, 0.010322000000000001
DataValue, 1.34464, 0.010310000000000002
DataValue, 1.3486600000000002, 0.010314
DataValue, 1.35268, 0.010334000000000001
DataValue, 1.35664, 0.010336000000000001
DataValue, 1.3606800000000001, 0.01033
DataValue, 1.3646800000000001, 0.010356
DataValue, 1.36867, 0.010346000000000001
DataValue, 1.3726800000000001, 0.010360000000000001
DataValue, 1.3766900000000002, 0.010354
DataValue, 1.38064, 0.010332000000000001
DataValue, 1.3846800000000001, 0.010296000000000001
DataValue, 1.38864, 0.010372000000000001
DataValue, 1.39264, 0.010348000000000001
DataValue, 1.4129, 0.010268000000000001
DataValue, 1.4166800000000002, 0.010278
DataValue, 1.42069, 0.010260000000000002
DataValue, 1.42469, 0.010272000000000002
DataValue, 1.4286500000000002, 0.010272000000000002
DataValue, 1.43348, 0.010272000000000002
DataValue, 1.4366400000000001, 0.010286000000000002
DataValue, 1.4406700000000001, 0.010308000000000001
DataValue, 1.4446700000000001, 0.0103
DataValue, 1.4500000000000002, 0.010280000000000001
DataValue, 1.4526700000000001, 0.01029
DataValue, 1.4566800000000002, 0.0103
DataValue, 1.4606700000000001, 0.010266
DataValue, 1.4659200000000001, 0.010310000000000002
DataValue, 1.4686700000000001, 0.010324000000000002
DataValue, 1.4726700000000002, 0.010324000000000002
DataValue, 1.4766700000000002, 0.010320000000000001
DataValue, 1.48157, 0.009934
DataValue, 1.50143, 0.010164000000000001
DataValue, 1.5199, 0.010212
DataValue, 1.52465, 0.010216000000000001
DataValue, 1.52865, 0.010214
DataValue, 1.53265, 0.010174
