P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29
3142,1665,979,1384,782,1573,1546,883,874,2425,3506,1445,1318,2438,1415,1973,2654,1142,1142,953,914,1516,1665
3159,1683,993,1388,821,1595,1555,900,931,2434,3537,1450,1322,2465,1437,1933,2627,1173,1164,988,927,1555,1678
3124,1674,1006,1406,795,1533,1568,865,949,2390,3546,1437,1340,2465,1419,1929,2636,1160,1142,953,900,1529,1656
3128,1652,966,1393,791,1529,1524,839,905,2421,3515,1419,1344,2443,1445,2003,2627,1107,1160,949,927,1524,1678
3221,1757,975,1379,782,1595,1533,834,896,2399,3524,1428,1335,2474,1401,1986,2663,1142,1173,905,914,1564,1687
3168,1669,988,1397,773,1599,1577,883,909,2399,3502,1419,1349,2487,1415,1902,2649,1173,1138,953,936,1538,1665
3181,1678,966,1397,843,1586,1560,861,927,2434,3537,1419,1331,2408,1441,1933,2632,1164,1168,940,936,1520,1669
3159,1661,966,1401,782,1568,1555,834,931,2395,3502,1432,1313,2425,1437,1973,2667,1177,1129,940,936,1551,1687
3164,1687,1001,1375,812,1573,1568,914,900,2381,3563,1454,1349,2452,1415,2017,2627,1151,1142,962,922,1529,1678
3142,1696,975,1423,777,1560,1529,909,931,2416,3537,1419,1344,2443,1450,1981,2619,1103,1146,971,909,1529,1687
3159,1656,966,1388,826,1546,1555,896,896,2408,3515,1415,1340,2412,1401,1977,2649,1146,1125,962,900,1551,1669
3142,1625,997,1401,782,1573,1533,896,936,2447,3533,1428,1331,2447,1410,1898,2632,1151,1146,953,949,1529,1674
3164,1683,1015,1379,791,1604,1533,918,958,2447,3528,1423,1331,2465,1401,1973,2645,1160,1164,922,892,1480,1647
3128,1678,984,1393,777,1590,1595,878,940,2421,3520,1410,1335,2438,1397,1959,2645,1142,1129,949,887,1538,1661
3155,1674,1019,1366,817,1564,1538,852,887,2416,3524,1472,1313,2443,1467,1973,2592,1164,1142,953,914,1467,1705
3150,1669,984,1410,817,1608,1529,856,905,2447,3577,1432,1331,2434,1423,1946,2610,1146,1146,953,944,1511,1674
3137,1705,984,1428,821,1577,1564,848,909,2434,3572,1441,1309,2482,1437,1951,2654,1125,1116,922,878,1520,1656
3146,1674,1006,1379,812,1542,1538,892,914,2456,3520,1432,1340,2456,1458,1964,2619,1142,1151,966,914,1511,1674
3159,1722,993,1384,791,1617,1546,905,936,2386,3502,1419,1357,2447,1476,1973,2658,1146,1173,949,927,1529,1696
3164,1665,975,1357,782,1582,1538,896,918,2421,3489,1432,1309,2456,1437,1977,2623,1111,1107,988,918,1555,1700
3203,1656,966,1371,795,1621,1568,874,909,2390,3520,1423,1327,2452,1406,1999,2592,1173,1142,962,914,1546,1674
3168,1674,962,1410,786,1560,1555,852,900,2434,3550,1419,1291,2496,1428,1951,2680,1160,1116,958,896,1494,1687
3208,1683,1019,1375,769,1577,1551,861,905,2386,3537,1441,1335,2456,1406,1995,2632,1129,1155,975,927,1533,1705
3172,1643,1015,1379,777,1586,1564,865,887,2408,3511,1428,1309,2469,1428,1964,2632,1146,1146,927,918,1507,1705
3181,1674,953,1375,773,1529,1586,874,922,2399,3537,1437,1283,2465,1450,1937,2623,1133,1142,958,900,1529,1656
3190,1652,988,1362,791,1555,1555,922,900,2416,3498,1437,1331,2443,1423,1959,2636,1160,1142,944,918,1511,1652
3155,1661,997,1384,773,1560,1538,878,918,2381,3506,1423,1300,2438,1423,1946,2632,1111,1138,975,914,1542,1700
3146,1639,944,1415,773,1586,1568,852,892,2421,3511,1441,1353,2434,1428,1955,2658,1133,1151,979,909,1494,1683
3168,1691,984,1384,804,1652,1586,865,936,2434,3498,1441,1322,2496,1428,1964,2671,1133,1195,953,914,1533,1696
3159,1683,979,1388,812,1542,1520,887,944,2452,3537,1467,1371,2456,1437,1959,2623,1177,1133,944,936,1538,1687
3186,1669,958,1371,812,1586,1577,856,940,2416,3506,1441,1313,2456,1463,1924,2658,1138,1186,927,887,1538,1727
3164,1661,966,1406,817,1555,1529,865,966,2399,3520,1406,1340,2460,1450,1959,2649,1098,1129,953,905,1542,1713
3172,1661,1023,1397,777,1590,1586,878,936,2359,3502,1450,1313,2465,1410,1981,2693,1138,1160,940,865,1511,1722
3155,1669,997,1375,786,1604,1551,896,905,2412,3506,1401,1327,2487,1423,1951,2645,1142,1164,931,914,1516,1691
3102,1661,975,1393,839,1564,1564,878,918,2403,3502,1419,1283,2430,1419,1942,2641,1173,1133,966,931,1538,1687
3155,1652,988,1410,830,1577,1533,900,949,2329,3493,1441,1331,2408,1428,1911,2583,1177,1133,940,949,1516,1665
3142,1674,962,1379,808,1577,1573,892,918,2390,3484,1397,1335,2478,1406,1964,2685,1120,1125,940,896,1555,1674
3150,1691,1010,1441,834,1586,1595,861,940,2408,3506,1432,1318,2425,1437,1955,2636,1177,1155,962,892,1542,1643
3133,1665,975,1384,804,1542,1520,887,905,2381,3520,1476,1322,2487,1441,1977,2658,1133,1142,940,927,1520,1691
3128,1674,966,1406,782,1595,1599,887,918,2390,3502,1476,1318,2421,1419,1951,2658,1129,1160,962,892,1520,1674
3194,1661,984,1410,760,1573,1533,856,922,2430,3511,1445,1318,2460,1393,1964,2667,1151,1146,922,909,1516,1669
3168,1683,1010,1423,777,1568,1586,874,931,2390,3498,1401,1318,2438,1388,1929,2627,1146,1173,966,900,1507,1691
3159,1669,979,1388,791,1595,1551,914,940,2430,3520,1419,1313,2416,1432,1946,2676,1177,1155,936,918,1560,1678
3159,1674,1001,1410,747,1599,1511,900,936,2399,3476,1419,1309,2399,1463,1973,2663,1164,1146,927,905,1507,1678
3164,1669,979,1410,795,1542,1582,896,940,2386,3498,1428,1309,2456,1419,1990,2641,1120,1138,966,892,1529,1678
3238,1683,997,1393,804,1520,1564,865,918,2421,3537,1406,1349,2456,1428,1924,2645,1155,1133,988,887,1524,1639
3150,1696,931,1419,769,1604,1564,852,918,2386,3524,1415,1340,2474,1423,1999,2680,1164,1120,975,918,1560,1674
3190,1634,958,1371,791,1586,1577,861,918,2368,3559,1441,1313,2421,1415,1911,2689,1155,1133,988,922,1511,1678
3199,1669,975,1401,760,1560,1568,883,905,2395,3520,1467,1340,2460,1423,1933,2654,1160,1138,940,905,1529,1665
3243,1674,1006,1428,804,1582,1617,861,936,2390,3515,1472,1309,2421,1432,1951,2702,1164,1133,962,905,1520,1674
3212,1665,975,1454,826,1590,1542,883,918,2373,3515,1423,1331,2421,1419,1937,2667,1125,1133,966,892,1516,1691
3190,1669,979,1410,799,1604,1560,856,905,2390,3524,1463,1340,2438,1415,1942,2649,1146,1133,979,900,1524,1718
3221,1661,931,1406,777,1595,1551,856,900,2377,3515,1437,1322,2474,1441,1959,2693,1168,1142,993,909,1516,1665
3181,1700,962,1419,804,1568,1555,856,918,2346,3498,1437,1340,2496,1458,1929,2658,1151,1151,953,940,1480,1683
3221,1718,988,1410,804,1621,1577,914,914,2460,3515,1428,1384,2518,1432,1942,2641,1125,1142,949,922,1524,1674
3225,1656,984,1397,821,1564,1608,892,896,2447,3533,1445,1327,2465,1406,1990,2676,1164,1186,1001,909,1538,1713
3243,1678,975,1410,786,1612,1595,918,936,2355,3489,1458,1366,2469,1428,1968,2707,1142,1173,1015,949,1520,1687
3203,1700,979,1375,791,1555,1590,870,922,2474,3520,1450,1340,2509,1410,1951,2667,1146,1146,918,896,1542,1691
3247,1639,993,1437,808,1564,1577,892,936,2403,3537,1428,1309,2570,1441,1964,2680,1182,1142,931,922,1538,1735
3243,1687,1023,1384,808,1577,1577,922,900,2399,3541,1441,1340,2531,1445,2012,2724,1164,1164,962,927,1538,1718
3216,1665,1019,1437,804,1604,1538,900,900,2421,3506,1467,1309,2465,1432,1977,2689,1155,1160,975,984,1520,1696
3203,1678,1001,1437,808,1634,1573,883,953,2465,3572,1463,1340,2478,1467,1990,2733,1204,1151,962,949,1546,1735
3221,1700,1019,1463,791,1586,1568,861,918,2496,3559,1463,1331,2452,1463,1977,2724,1177,1173,975,931,1546,1709
3221,1669,975,1454,791,1604,1564,896,918,2465,3563,1432,1366,2482,1458,1964,2680,1177,1146,962,931,1542,1669
3181,1634,979,1428,821,1573,1582,874,953,2504,3577,1410,1305,2460,1428,1942,2777,1146,1160,962,918,1494,1687
3234,1691,993,1441,755,1586,1604,856,914,2526,3616,1450,1344,2465,1445,2025,2724,1151,1155,953,922,1533,1678
3291,1705,984,1441,826,1568,1555,918,918,2562,3638,1371,1313,2447,1428,2017,2658,1168,1168,988,927,1546,1700
3287,1678,958,1467,826,1555,1586,856,940,2566,3656,1415,1344,2465,1450,1968,2667,1151,1146,1001,936,1542,1713
3331,1691,971,1467,821,1533,1520,931,922,2544,3616,1458,1344,2447,1437,2012,2636,1173,1182,975,931,1590,1669
3322,1656,984,1450,777,1555,1529,878,900,2632,3612,1406,1340,2465,1441,1951,2641,1199,1155,971,936,1507,1674
3300,1683,1015,1498,786,1564,1551,883,896,2575,3629,1467,1322,2487,1441,1977,2592,1195,1133,1001,914,1533,1740
3317,1661,997,1472,795,1568,1555,852,936,2566,3647,1437,1397,2491,1415,1977,2627,1164,1138,940,940,1542,1731
3344,1696,979,1476,799,1542,1533,874,927,2575,3638,1432,1340,2460,1406,1964,2663,1160,1155,958,971,1564,1713
3309,1696,1001,1454,804,1555,1494,900,944,2544,3695,1454,1313,2465,1463,1973,2671,1160,1190,944,936,1533,1687
3405,1700,1010,1551,804,1564,1560,909,918,2557,3678,1467,1340,2465,1454,1942,2676,1168,1168,984,896,1582,1731
3423,1683,984,1485,804,1538,1507,909,936,2548,3687,1441,1357,2474,1410,1995,2619,1182,1173,962,949,1560,1705
3410,1661,1001,1485,830,1617,1511,874,905,2597,3682,1437,1353,2513,1428,1951,2667,1195,1138,1001,918,1551,1713
3418,1656,984,1520,843,1582,1502,874,922,2566,3669,1476,1340,2531,1423,1999,2614,1168,1195,962,927,1524,1696
3467,1669,1032,1502,799,1511,1511,900,918,2597,3722,1472,1322,2544,1441,1973,2645,1155,1164,975,962,1560,1678
3480,1687,1015,1489,826,1524,1485,900,962,2575,3770,1445,1340,2456,1415,2021,2689,1208,1142,975,949,1538,1722
3502,1713,949,1489,826,1533,1480,896,927,2583,3748,1432,1353,2478,1458,1959,2680,1186,1186,979,918,1542,1705
3572,1656,993,1502,782,1489,1511,878,944,2570,3783,1467,1375,2491,1423,1981,2641,1138,1155,984,927,1555,1718
3599,1674,1001,1476,799,1524,1542,826,944,2531,3735,1480,1362,2487,1437,1977,2689,1164,1155,997,931,1582,1775
3550,1678,997,1529,834,1533,1423,892,971,2597,3708,1472,1384,2487,1463,1955,2605,1177,1186,984,962,1555,1740
3638,1678,979,1520,804,1538,1480,900,936,2544,3726,1476,1357,2500,1432,1964,2623,1160,1177,984,953,1573,1713
3594,1687,979,1507,839,1520,1463,887,931,2597,3730,1437,1335,2487,1437,1964,2671,1146,1164,975,936,1529,1722
3643,1683,988,1533,795,1498,1463,896,927,2557,3730,1480,1393,2509,1428,1959,2614,1155,1164,993,953,1555,1722
3673,1709,1015,1498,830,1489,1423,874,962,2544,3748,1463,1327,2460,1441,1959,2676,1151,1133,988,962,1516,1713
3621,1700,1019,1546,812,1516,1472,883,949,2540,3748,1472,1353,2474,1463,1977,2627,1173,1120,966,914,1524,1696
3638,1683,958,1542,808,1516,1480,896,953,2522,3730,1463,1362,2430,1428,2008,2641,1199,1146,949,949,1577,1709
3621,1722,966,1529,830,1498,1467,883,905,2496,3682,1494,1357,2373,1432,1964,2610,1173,1164,971,966,1533,1700
3612,1705,971,1502,821,1494,1454,874,905,2522,3713,1432,1340,2421,1423,1964,2601,1186,1116,953,949,1546,1691
3603,1687,988,1502,834,1476,1467,874,892,2553,3708,1458,1357,2386,1445,1968,2641,1155,1177,993,949,1533,1731
3590,1661,1006,1524,808,1498,1476,887,953,2540,3687,1472,1366,2386,1480,1968,2627,1182,1146,1001,944,1595,1691
3585,1678,1023,1538,812,1507,1467,896,940,2531,3717,1423,1366,2425,1419,1933,2592,1173,1160,931,918,1586,1735
3585,1656,1006,1516,839,1494,1476,892,940,2531,3695,1428,1313,2430,1458,1959,2654,1212,1146,1023,940,1564,1718
3555,1696,988,1498,812,1494,1450,870,953,2535,3678,1463,1300,2465,1432,1911,2649,1168,1146,962,927,1520,1727
3563,1678,975,1516,791,1489,1458,856,966,2531,3638,1441,1335,2430,1463,1924,2619,1133,1160,971,909,1546,1683
3577,1652,988,1511,821,1507,1476,865,949,2518,3678,1458,1300,2447,1458,1951,2649,1146,1125,997,905,1555,1713
3563,1665,962,1502,834,1520,1419,878,936,2509,3708,1485,1327,2447,1437,1942,2636,1129,1182,966,927,1529,1674
3550,1718,1001,1507,791,1507,1498,870,918,2487,3665,1467,1357,2425,1423,1929,2623,1129,1151,971,927,1533,1696
3533,1652,1006,1476,791,1489,1472,874,936,2509,3665,1480,1327,2430,1458,1916,2645,1120,1129,984,944,1516,1691
3528,1727,979,1494,786,1489,1463,909,940,2504,3643,1441,1318,2430,1437,1937,2693,1138,1155,966,914,1542,1713
3568,1678,1010,1463,769,1480,1432,900,927,2500,3678,1450,1313,2438,1450,1942,2614,1168,1116,953,958,1542,1705
3559,1687,1006,1520,821,1533,1476,856,905,2504,3612,1463,1349,2430,1437,1937,2645,1155,1142,975,900,1538,1696
3537,1687,975,1485,804,1524,1467,865,962,2487,3700,1472,1344,2416,1458,1924,2649,1155,1160,1001,944,1538,1674
3528,1674,997,1516,777,1476,1423,887,922,2513,3660,1463,1344,2460,1410,1889,2649,1151,1160,979,927,1520,1661
3537,1669,984,1485,782,1520,1441,892,922,2504,3691,1463,1322,2460,1450,1937,2632,1146,1168,931,927,1533,1674
3563,1678,984,1485,773,1472,1454,865,936,2522,3638,1445,1327,2403,1410,1964,2636,1160,1177,975,922,1573,1718
3550,1709,975,1498,848,1467,1463,900,922,2452,3713,1415,1340,2408,1428,1929,2619,1133,1138,993,931,1564,1700
3524,1713,997,1511,747,1463,1485,905,914,2518,3717,1458,1335,2469,1437,1946,2614,1116,1168,997,949,1533,1678
3489,1639,979,1502,817,1476,1458,870,971,2513,3669,1454,1322,2434,1458,1937,2627,1160,1173,949,927,1524,1634
3528,1696,1037,1485,804,1480,1441,865,949,2535,3656,1480,1309,2412,1419,1929,2632,1138,1151,971,918,1538,1687
3550,1652,966,1511,848,1498,1410,856,944,2491,3651,1450,1327,2403,1441,1898,2636,1155,1138,971,909,1524,1696
3559,1630,1028,1520,812,1441,1472,883,953,2531,3638,1445,1313,2416,1388,1907,2641,1177,1160,944,927,1538,1696
3577,1687,979,1520,782,1502,1437,852,927,2500,3651,1485,1309,2408,1432,1911,2636,1138,1133,962,936,1551,1731
3541,1678,988,1498,830,1502,1511,848,918,2526,3669,1445,1296,2416,1419,1937,2592,1107,1173,958,927,1520,1634
3555,1665,1054,1533,830,1472,1419,848,887,2518,3665,1454,1322,2399,1445,1898,2649,1133,1138,988,979,1516,1678
3559,1669,1015,1476,782,1463,1472,896,966,2522,3665,1428,1322,2447,1432,1889,2614,1133,1146,944,936,1560,1700
3506,1643,966,1494,769,1463,1445,870,909,2478,3669,1437,1353,2412,1441,1942,2627,1089,1138,1006,949,1533,1691
3568,1683,1006,1502,817,1467,1423,905,909,2478,3651,1458,1322,2443,1450,1929,2610,1142,1151,962,887,1524,1674
3511,1652,984,1480,773,1489,1428,852,909,2487,3647,1450,1327,2438,1415,1946,2663,1173,1129,962,962,1524,1731
3498,1661,993,1502,804,1458,1463,870,922,2460,3673,1423,1327,2438,1423,1929,2623,1125,1168,979,927,1538,1687
3528,1665,1019,1502,817,1450,1437,856,949,2482,3687,1458,1318,2430,1419,1920,2610,1111,1138,966,931,1555,1705
3546,1700,1001,1498,804,1524,1441,865,949,2518,3651,1437,1331,2434,1419,1916,2663,1151,1164,971,931,1568,1713
3524,1630,953,1516,804,1485,1463,870,927,2447,3656,1437,1331,2425,1441,1916,2636,1155,1151,962,931,1529,1665
3577,1678,997,1502,804,1489,1480,883,918,2491,3638,1432,1335,2403,1362,1916,2605,1138,1116,931,944,1573,1674
3568,1696,997,1502,795,1476,1489,900,949,2509,3638,1476,1331,2425,1450,1911,2619,1168,1120,966,971,1542,1709
3467,1683,1010,1511,817,1476,1432,896,940,2500,3647,1437,1357,2443,1410,1946,2605,1142,1107,975,918,1524,1678
3471,1647,1010,1472,804,1494,1419,865,971,2482,3656,1397,1349,2443,1450,1942,2627,1103,1142,953,958,1538,1687
3528,1665,1028,1524,817,1498,1450,843,958,2522,3621,1463,1300,2408,1397,1924,2610,1125,1177,958,922,1511,1700
3493,1674,1015,1498,834,1441,1437,887,979,2496,3643,1441,1318,2425,1463,1933,2601,1138,1142,958,914,1524,1744
3577,1665,993,1542,812,1467,1472,861,914,2491,3625,1441,1362,2368,1454,1968,2605,1182,1151,979,922,1560,1705
3506,1683,1010,1494,812,1480,1437,892,936,2500,3643,1485,1335,2430,1458,1977,2636,1098,1120,971,962,1560,1665
3524,1696,979,1507,786,1511,1423,878,922,2465,3634,1472,1318,2434,1437,1924,2619,1160,1129,962,936,1524,1691
3458,1674,979,1480,804,1507,1463,865,988,2504,3647,1397,1318,2390,1406,1885,2632,1138,1151,949,927,1485,1696
3489,1678,979,1533,786,1502,1480,896,909,2474,3621,1472,1318,2403,1441,1924,2632,1133,1138,940,922,1507,1647
3502,1705,1045,1542,786,1520,1423,878,949,2482,3656,1450,1327,2425,1437,1973,2641,1133,1151,953,922,1533,1687
3528,1669,984,1516,786,1467,1463,870,909,2496,3678,1401,1327,2373,1397,1911,2610,1155,1138,940,936,1502,1700
3537,1713,1015,1507,791,1516,1489,878,949,2487,3682,1494,1327,2416,1441,1907,2667,1120,1177,944,944,1533,1727
3568,1683,988,1546,782,1516,1480,905,922,2487,3673,1472,1291,2386,1445,1920,2623,1138,1168,984,940,1542,1696
3511,1709,975,1502,808,1511,1454,852,931,2509,3669,1419,1335,2390,1393,1933,2610,1142,1116,979,918,1529,1696
3511,1674,997,1511,791,1489,1432,870,940,2496,3647,1437,1344,2403,1401,1894,2636,1142,1133,993,905,1564,1700
3537,1700,1015,1502,812,1489,1454,870,927,2460,3643,1467,1349,2412,1419,1916,2627,1155,1151,940,979,1542,1727
3541,1674,984,1516,782,1502,1463,865,962,2535,3678,1450,1349,2368,1441,1902,2619,1155,1120,958,878,1507,1687
3471,1678,1006,1538,791,1472,1450,900,944,2513,3643,1437,1283,2381,1419,1894,2601,1116,1142,997,918,1533,1696
3524,1674,1015,1472,769,1445,1458,870,931,2460,3643,1476,1278,2355,1419,1920,2632,1111,1120,958,918,1533,1705
3493,1665,1001,1476,786,1476,1428,848,927,2456,3656,1428,1335,2412,1428,1898,2641,1146,1142,940,927,1498,1691
3520,1674,971,1489,782,1485,1480,900,896,2482,3607,1437,1313,2377,1415,1920,2605,1177,1120,1001,971,1511,1713
3493,1656,1001,1533,812,1476,1428,834,918,2509,3599,1432,1309,2377,1410,1916,2605,1160,1168,949,927,1520,1709
3559,1634,988,1529,786,1445,1441,900,931,2518,3647,1423,1327,2390,1445,1929,2645,1120,1129,958,914,1551,1691
3599,1669,1015,1529,760,1502,1428,870,936,2504,3629,1463,1335,2386,1463,1920,2592,1120,1111,975,918,1573,1740
3563,1661,1006,1524,804,1458,1485,874,922,2478,3647,1458,1362,2390,1415,1902,2619,1155,1120,958,931,1542,1687
3643,1669,1010,1507,795,1458,1454,861,953,2522,3629,1432,1331,2373,1415,1937,2654,1129,1129,988,953,1502,1665
3515,1647,979,1520,764,1454,1432,856,953,2496,3621,1454,1340,2399,1428,1902,2645,1138,1146,918,918,1529,1661
3563,1661,997,1529,795,1498,1437,830,905,2465,3599,1441,1313,2373,1428,1898,2627,1089,1160,962,909,1516,1683
3563,1665,988,1524,791,1458,1419,861,927,2531,3612,1454,1327,2368,1441,1924,2645,1129,1142,975,962,1533,1727
3581,1669,975,1520,782,1502,1467,843,927,2522,3638,1489,1305,2377,1419,1898,2588,1120,1125,971,878,1516,1718
3537,1683,1019,1533,804,1480,1485,848,905,2513,3607,1467,1344,2377,1458,1924,2632,1129,1146,962,962,1533,1713
3546,1665,979,1485,804,1502,1432,856,949,2509,3616,1423,1357,2399,1445,1907,2649,1164,1129,958,927,1538,1674
3537,1669,1054,1546,786,1467,1428,843,931,2522,3638,1458,1344,2403,1384,1911,2658,1142,1155,940,909,1524,1700
3607,1674,1019,1476,777,1511,1463,914,944,2522,3643,1445,1357,2390,1379,1916,2645,1151,1160,997,918,1560,1713
3489,1661,1006,1516,795,1480,1428,887,940,2518,3629,1437,1357,2421,1441,1898,2636,1151,1129,962,865,1538,1696
3585,1652,988,1498,817,1472,1458,883,940,2509,3651,1428,1335,2416,1419,1907,2654,1138,1125,975,896,1529,1727
3577,1674,997,1524,786,1480,1480,909,953,2491,3616,1476,1340,2386,1406,1916,2641,1142,1182,971,936,1529,1647
3572,1674,1037,1524,786,1494,1441,887,914,2504,3603,1458,1349,2403,1415,1924,2614,1168,1190,949,927,1511,1674
3546,1683,1006,1507,799,1516,1467,892,927,2518,3616,1454,1305,2399,1410,1955,2641,1133,1160,979,936,1582,1683
3568,1665,993,1502,830,1480,1419,905,927,2557,3572,1472,1366,2408,1419,1916,2614,1155,1155,966,887,1533,1749
3577,1656,975,1516,795,1445,1458,905,940,2504,3629,1476,1322,2373,1419,1929,2636,1129,1142,988,975,1564,1718
3621,1683,1010,1498,786,1476,1450,865,940,2509,3577,1437,1349,2377,1410,1911,2597,1120,1116,979,918,1551,1705
3616,1669,1010,1520,786,1511,1458,874,949,2469,3629,1445,1331,2381,1406,1942,2632,1138,1133,971,922,1529,1700
3585,1669,1006,1489,760,1524,1467,870,940,2460,3612,1397,1362,2368,1441,1933,2583,1094,1164,949,914,1560,1678
3581,1678,988,1520,764,1489,1428,856,936,2504,3625,1441,1305,2390,1441,1911,2619,1168,1177,988,927,1511,1727
3568,1674,993,1498,821,1507,1458,931,914,2452,3590,1397,1327,2399,1379,1946,2649,1129,1182,979,949,1516,1665
3581,1665,1045,1485,786,1502,1476,843,936,2500,3603,1472,1344,2399,1415,1933,2685,1160,1120,971,922,1511,1740
3594,1643,988,1480,821,1485,1423,874,927,2548,3599,1445,1362,2412,1441,1902,2641,1116,1142,997,931,1533,1700
3555,1669,993,1507,808,1511,1463,896,949,2504,3678,1450,1349,2425,1419,1929,2680,1138,1133,962,900,1516,1683
3524,1669,979,1476,821,1467,1480,852,944,2500,3612,1472,1340,2395,1397,1911,2689,1125,1151,971,931,1502,1665
3599,1634,1032,1480,830,1533,1445,861,914,2504,3629,1494,1344,2425,1428,1889,2649,1138,1116,979,936,1520,1639
3599,1652,1006,1533,821,1520,1432,887,918,2496,3612,1463,1366,2443,1454,1885,2667,1160,1133,966,909,1529,1669
3585,1630,997,1516,804,1502,1419,896,927,2452,3651,1480,1278,2416,1454,1920,2663,1160,1133,984,900,1507,1669
3546,1683,993,1546,804,1516,1458,883,931,2465,3607,1423,1318,2403,1410,1924,2680,1142,1146,979,892,1524,1678
3528,1634,1006,1507,769,1511,1467,874,975,2469,3612,1423,1291,2416,1397,1946,2667,1129,1125,909,918,1560,1691
3489,1643,979,1467,834,1533,1437,861,944,2438,3651,1437,1313,2421,1419,1933,2636,1151,1125,971,944,1502,1696
3537,1647,975,1538,834,1533,1476,874,958,2482,3581,1428,1296,2412,1397,1933,2632,1138,1098,949,887,1480,1625
3467,1683,1023,1502,817,1529,1454,856,896,2465,3660,1432,1322,2421,1432,1937,2641,1129,1111,962,936,1538,1669
3520,1647,1006,1498,786,1529,1463,821,931,2500,3590,1476,1305,2416,1419,1916,2605,1120,1146,936,927,1516,1656
3528,1687,1037,1485,782,1524,1463,821,905,2456,3647,1401,1309,2430,1423,1902,2627,1164,1107,1001,927,1546,1665
3528,1678,1063,1507,782,1533,1437,874,927,2434,3656,1454,1331,2368,1454,1863,2583,1160,1129,931,936,1529,1652
3541,1665,997,1533,804,1529,1476,883,914,2469,3616,1450,1322,2412,1384,1920,2614,1120,1133,949,966,1520,1687
3515,1665,975,1480,799,1538,1415,874,887,2460,3616,1450,1313,2421,1428,1920,2641,1125,1133,914,918,1546,1669
3541,1647,1010,1502,817,1538,1432,874,905,2456,3625,1437,1305,2421,1415,1920,2641,1120,1168,940,922,1507,1661
3520,1669,984,1485,786,1524,1415,852,927,2456,3581,1445,1322,2412,1432,1920,2605,1182,1111,958,918,1551,1691
3533,1656,1001,1489,826,1498,1419,874,927,2447,3537,1463,1313,2408,1441,1876,2667,1155,1146,922,988,1516,1639
3520,1647,988,1498,769,1516,1415,861,914,2469,3607,1476,1300,2452,1375,1863,2645,1160,1138,1001,900,1524,1669
3568,1639,979,1538,804,1507,1415,892,922,2447,3594,1450,1309,2395,1454,1894,2623,1146,1173,984,914,1502,1661
3493,1656,984,1494,821,1502,1445,900,988,2430,3647,1437,1291,2403,1450,1907,2632,1164,1094,958,940,1520,1661
3462,1669,1001,1511,799,1516,1472,878,944,2460,3581,1441,1313,2399,1428,1863,2658,1125,1116,971,909,1538,1705
3546,1691,1023,1472,769,1524,1410,878,922,2386,3590,1437,1300,2443,1445,1920,2685,1168,1186,984,944,1551,1669
3541,1634,997,1516,769,1507,1494,870,944,2425,3563,1494,1300,2421,1419,1894,2680,1151,1138,1006,918,1529,1696
