Time Stamp,sensorPin2,sensorPin3,sensorPin4,sensorPin6,sensorPin7,sensorPin9,sensorPin10,sensorPin11,sensorPin12,sensorPin13,sensorPin19,sensorPin20,sensorPin21,sensorPin22,sensorPin23,sensorPin24,sensorPin26,sensorPin27,sensorPin28,sensorPin29,sensorPin30,sensorPin31
11-05-2018 22:02:46,76.4,182.2,492.1,542.1,545.3,231.9,101.2,253.2,421.0,536.0,128.2,150.3,167.2,76.2,442.9,99.3,119.0,103.7,430.9,139.0,446.3,107.3,197.8
11-05-2018 22:02:46,76.8,182.0,492.4,542.9,547.2,231.5,101.2,253.8,421.3,536.1,128.1,149.5,167.4,76.4,442.2,98.8,118.7,103.8,431.2,137.8,449.9,106.9,197.1
11-05-2018 22:02:46,76.6,181.8,492.3,541.5,545.7,231.9,100.5,253.2,421.5,531.5,128.2,150.5,167.2,76.1,442.2,98.9,118.8,104.2,430.8,139.4,449.8,107.0,197.1
11-05-2018 22:02:46,76.2,181.8,492.5,543.3,546.7,231.7,100.0,253.8,421.0,537.4,128.4,150.0,166.7,76.1,442.3,99.1,119.2,104.6,430.5,138.8,450.3,107.1,197.8
11-05-2018 22:02:46,76.4,182.1,491.5,542.9,546.9,231.8,101.0,253.7,420.4,537.3,127.4,150.4,167.2,76.5,442.4,99.0,118.8,104.4,431.5,138.5,449.8,107.8,197.4
11-05-2018 22:02:46,76.6,182.1,492.6,543.4,545.7,232.0,100.9,253.2,422.0,536.9,128.1,150.7,166.8,76.1,442.4,98.7,119.2,104.6,430.9,139.2,449.6,106.9,197.8
11-05-2018 22:02:47,76.7,181.8,492.7,541.8,547.1,231.8,100.8,253.6,421.6,531.2,128.1,150.2,166.5,76.2,442.1,99.1,118.7,104.4,430.8,139.3,449.3,107.0,197.9
11-05-2018 22:02:47,76.9,182.3,492.0,542.9,547.1,231.5,100.6,253.8,421.9,537.0,128.3,150.5,166.5,76.0,442.1,99.1,118.8,104.5,430.5,139.0,449.9,107.0,197.8
11-05-2018 22:02:47,76.1,182.5,492.1,543.1,546.8,232.8,101.0,253.2,421.0,537.1,128.0,149.8,167.4,75.7,442.4,99.1,118.9,104.5,430.1,138.8,449.2,107.0,197.3
11-05-2018 22:02:47,76.2,182.5,492.6,542.6,546.1,232.7,101.0,254.0,420.7,537.3,127.6,150.4,166.9,75.9,442.7,98.8,119.2,104.6,430.4,138.8,450.0,107.1,198.2
11-05-2018 22:02:47,76.5,182.1,492.2,541.7,546.0,231.8,100.9,253.0,420.9,531.0,128.3,150.1,166.4,76.2,442.5,98.7,118.7,104.2,430.8,138.4,450.0,106.8,197.3
11-05-2018 22:02:47,76.2,182.1,492.2,542.9,545.9,232.2,100.9,253.2,421.6,537.3,128.4,150.1,167.4,76.2,442.3,98.5,118.7,104.3,431.3,139.2,449.3,107.0,197.9
11-05-2018 22:02:47,76.6,182.4,492.1,542.7,546.5,232.4,101.1,253.7,421.0,537.1,128.4,150.2,167.2,75.9,443.1,98.9,118.7,104.2,431.3,139.1,450.0,107.4,198.5
11-05-2018 22:02:47,76.9,182.1,492.9,543.6,547.1,232.1,101.0,253.7,420.8,536.7,128.5,150.0,167.3,76.3,443.1,98.4,118.6,104.6,431.1,138.8,450.3,107.2,198.2
11-05-2018 22:02:47,76.3,182.4,491.6,541.8,545.9,231.8,100.6,253.3,420.8,530.9,128.4,150.5,166.5,76.6,442.6,98.5,119.1,104.3,430.9,139.2,449.1,107.0,198.4
11-05-2018 22:02:47,76.7,182.3,492.2,543.1,546.9,231.9,100.4,254.0,421.0,537.5,128.2,150.0,166.7,76.2,442.1,98.2,119.1,104.4,431.0,138.5,450.0,107.1,199.1
11-05-2018 22:02:47,76.6,181.8,492.4,541.6,546.3,231.4,100.6,253.8,421.4,536.5,128.2,150.1,167.8,76.1,442.9,98.7,119.0,104.7,430.4,138.6,449.6,106.5,198.8
11-05-2018 22:02:47,76.4,182.4,492.8,543.5,545.9,232.0,101.4,253.3,421.5,537.2,128.5,149.8,167.0,76.0,442.0,98.5,119.0,104.6,430.7,138.7,450.1,107.1,199.1
11-05-2018 22:02:47,76.4,181.8,491.4,541.8,546.4,231.9,100.4,253.6,420.6,530.7,128.0,150.5,166.8,76.2,441.3,99.2,118.8,104.3,429.0,138.5,448.7,107.1,198.2
11-05-2018 22:02:48,76.6,181.8,492.7,543.2,546.7,232.2,100.8,253.8,421.9,537.7,128.5,150.8,167.3,75.8,441.0,98.2,119.0,104.5,429.9,138.5,450.2,107.3,198.5
11-05-2018 22:02:48,76.3,182.3,490.9,543.4,545.2,231.7,101.1,253.6,421.4,530.8,128.2,150.4,167.0,76.1,441.1,98.6,119.0,104.3,431.1,138.4,449.6,106.3,198.7
11-05-2018 22:02:48,76.2,181.8,494.5,542.2,546.2,232.5,100.9,253.3,421.8,537.4,128.2,150.9,167.4,76.1,442.7,98.4,119.0,104.6,431.3,138.9,449.3,106.9,198.4
11-05-2018 22:02:48,76.2,182.1,493.0,541.6,546.8,232.6,100.9,253.1,421.5,531.5,128.0,150.3,166.8,76.5,443.2,98.0,119.2,104.6,431.8,138.8,448.5,107.2,197.4
11-05-2018 22:02:48,76.4,181.8,491.6,543.2,546.7,231.6,101.0,253.0,421.1,537.7,127.9,150.3,167.5,76.4,442.4,98.7,118.9,104.9,430.7,138.9,448.9,107.4,197.8
11-05-2018 22:02:48,76.5,182.3,492.0,543.1,545.7,232.5,101.0,253.6,420.7,538.3,127.8,150.4,167.4,76.7,442.7,99.0,119.2,104.4,431.5,138.5,448.6,107.3,197.7
11-05-2018 22:02:48,76.2,181.8,491.9,543.0,546.1,231.8,101.2,253.3,420.8,535.7,127.4,150.2,167.2,76.7,442.9,98.7,118.8,104.7,431.1,138.5,448.8,106.9,197.5
11-05-2018 22:02:48,76.3,182.1,491.1,541.6,546.8,231.6,101.0,253.1,420.5,530.7,127.7,150.5,166.7,76.4,442.5,98.8,119.1,104.7,431.3,138.5,449.5,107.4,197.3
11-05-2018 22:02:48,76.5,181.9,491.3,542.2,546.1,231.9,100.6,252.6,419.9,530.8,128.0,150.3,167.5,76.8,442.8,98.7,119.0,104.7,430.6,138.8,448.9,107.3,196.7
11-05-2018 22:02:48,76.4,182.1,491.2,542.2,546.6,232.0,101.0,253.0,420.8,537.0,128.4,150.6,167.5,76.3,442.0,98.5,119.0,104.5,431.4,138.5,448.8,107.3,197.3
11-05-2018 22:02:48,76.4,181.8,491.5,542.2,546.0,231.8,100.8,253.2,420.9,541.2,128.0,149.8,166.8,75.9,442.8,98.6,118.8,104.6,431.2,138.9,449.1,107.0,197.2
11-05-2018 22:02:48,76.1,181.2,491.0,541.8,545.3,231.9,101.3,253.4,420.4,531.1,128.3,150.2,166.8,76.1,442.3,98.6,118.7,104.8,430.6,138.7,449.5,107.1,197.2
11-05-2018 22:02:49,76.6,181.5,491.9,543.5,546.2,232.2,101.0,253.5,420.3,536.6,127.9,150.4,167.6,76.4,442.5,98.5,118.6,104.9,430.6,139.0,449.0,107.5,197.3
11-05-2018 22:02:49,76.4,181.6,491.9,542.5,545.8,232.0,100.8,253.1,421.0,537.6,128.3,150.9,167.0,76.2,442.6,98.7,118.6,104.9,431.3,138.9,448.4,107.0,197.1
11-05-2018 22:02:49,76.3,181.0,492.4,543.2,546.3,232.3,100.8,253.0,421.0,537.4,128.5,150.3,166.8,76.4,443.2,98.7,118.7,104.5,431.3,139.1,448.4,107.0,197.3
11-05-2018 22:02:49,76.6,181.7,491.6,540.5,546.7,232.3,101.3,253.1,420.5,530.8,128.2,149.6,167.5,76.3,442.7,98.3,119.1,104.7,430.5,138.7,449.6,106.8,196.8
11-05-2018 22:02:49,76.5,182.1,491.3,542.3,545.6,232.2,101.1,253.2,422.5,536.3,127.8,150.2,167.6,76.0,442.3,98.2,118.8,104.8,431.6,139.0,447.8,107.0,197.7
11-05-2018 22:02:49,76.0,182.1,492.3,543.3,546.1,231.9,100.7,252.6,422.1,530.6,127.7,150.3,167.6,76.6,445.4,98.7,118.9,105.1,433.5,138.9,449.1,106.3,198.2
11-05-2018 22:02:49,76.3,181.4,493.4,543.4,547.0,232.2,100.8,252.9,422.0,536.4,128.5,150.4,167.6,76.4,445.4,98.9,118.9,105.6,440.3,139.3,449.9,106.8,199.8
11-05-2018 22:02:49,76.7,182.1,494.3,541.3,545.7,231.4,101.5,251.4,424.5,530.5,128.7,151.1,167.5,77.0,446.3,99.1,118.6,105.7,444.5,138.9,451.8,107.9,199.5
11-05-2018 22:02:49,76.8,182.6,494.4,543.4,546.1,231.7,101.7,253.3,424.9,540.7,129.6,151.6,167.5,76.7,456.7,99.5,118.4,105.9,447.8,138.9,453.7,107.9,199.1
11-05-2018 22:02:49,76.6,182.4,497.3,543.2,546.9,233.0,102.1,252.9,423.6,540.3,130.0,152.2,167.4,77.2,458.9,100.4,118.9,105.4,452.3,139.6,453.8,107.9,201.9
11-05-2018 22:02:49,76.5,183.7,496.0,542.7,546.7,234.2,102.5,255.9,425.8,537.0,131.2,151.9,168.2,77.4,459.3,100.4,119.5,106.6,456.4,139.6,454.3,107.8,202.4
11-05-2018 22:02:49,76.5,184.5,497.3,542.3,546.0,233.5,102.4,260.4,426.2,538.3,130.9,152.3,167.9,77.3,459.1,101.1,119.8,108.3,441.0,139.8,455.5,107.6,201.0
11-05-2018 22:02:50,76.6,184.3,501.4,542.9,546.6,234.1,102.3,259.0,425.3,537.2,131.1,149.8,168.2,77.0,460.7,100.8,119.6,109.2,441.6,140.0,457.3,107.7,199.6
11-05-2018 22:02:50,76.4,183.7,498.8,543.0,547.0,234.7,102.7,258.0,425.8,537.2,131.0,149.5,168.1,77.6,462.2,100.7,119.8,108.4,441.8,140.0,460.5,107.7,198.7
11-05-2018 22:02:50,76.8,183.9,501.5,542.4,545.7,234.6,102.4,257.4,425.8,530.4,131.5,149.0,168.5,77.3,460.9,100.4,119.4,107.9,441.7,139.7,460.6,107.8,198.2
11-05-2018 22:02:50,76.3,183.8,501.3,541.4,545.9,234.3,102.3,257.6,425.3,531.4,131.4,149.1,168.4,77.6,460.6,101.2,119.4,108.0,441.8,140.2,460.0,107.5,197.8
11-05-2018 22:02:50,76.6,183.9,501.3,542.9,546.0,234.4,102.3,257.1,425.1,536.9,131.3,149.1,168.6,77.2,459.0,100.5,119.6,108.4,441.3,139.6,460.5,107.3,198.9
11-05-2018 22:02:50,76.6,184.0,501.6,543.0,545.9,234.6,102.5,256.1,426.0,535.9,130.7,150.6,168.0,77.1,458.1,101.0,119.4,108.1,458.4,139.1,459.6,107.3,205.6
11-05-2018 22:02:50,76.2,184.1,500.3,543.1,546.4,234.3,102.1,254.5,424.6,537.0,129.2,150.7,168.2,77.2,458.1,100.5,119.7,106.5,456.5,139.9,454.6,107.0,205.1
11-05-2018 22:02:50,76.7,183.5,499.0,542.1,546.7,235.9,101.5,254.4,425.3,531.3,129.2,151.4,167.8,76.8,453.2,99.7,120.1,106.0,443.9,139.4,453.5,107.4,202.4
11-05-2018 22:02:50,76.5,183.7,500.9,542.6,546.7,234.3,101.1,254.4,424.9,538.3,129.6,150.6,167.8,76.7,446.7,99.3,119.7,106.0,441.0,139.4,452.3,107.7,204.4
11-05-2018 22:02:50,76.3,182.6,497.4,542.6,546.6,233.7,100.9,255.1,425.0,537.0,128.7,150.4,168.2,76.4,454.0,99.1,119.6,105.3,442.9,139.5,450.8,106.5,203.6
11-05-2018 22:02:50,76.6,183.1,497.1,542.9,547.4,234.7,101.1,254.8,425.5,537.2,127.4,150.4,167.3,76.3,448.5,98.8,120.2,105.0,440.3,139.1,456.7,107.0,204.6
11-05-2018 22:02:50,76.2,184.0,496.4,542.2,546.0,234.9,100.9,254.4,425.3,530.8,127.7,150.1,167.9,76.3,447.6,98.9,120.2,105.4,440.1,138.9,454.5,106.8,204.8
11-05-2018 22:02:51,76.8,183.2,495.5,542.9,544.9,234.5,101.1,254.9,425.3,536.8,127.2,150.9,167.8,76.6,447.0,98.3,119.7,105.1,440.1,138.8,453.9,106.8,203.3
11-05-2018 22:02:51,76.4,183.0,496.2,542.6,544.6,234.4,101.3,255.0,425.3,537.3,127.4,150.5,167.7,76.0,446.9,98.4,120.3,104.8,438.8,139.4,455.8,106.4,202.6
11-05-2018 22:02:51,76.7,182.5,496.8,542.9,544.9,234.4,101.0,253.9,425.7,540.1,129.0,150.3,168.2,76.3,444.6,98.3,119.8,105.3,438.2,138.8,452.0,106.3,199.6
11-05-2018 22:02:51,76.3,183.8,494.5,542.4,546.4,234.0,100.9,253.4,423.8,530.3,129.2,150.2,167.2,75.7,455.5,98.8,119.6,105.3,447.7,138.8,454.6,106.8,200.8
11-05-2018 22:02:51,76.8,183.2,498.0,544.3,546.6,234.0,101.5,252.8,424.9,537.3,129.6,150.8,168.7,76.6,460.2,99.3,119.7,106.0,458.9,139.1,456.0,107.3,197.5
11-05-2018 22:02:51,76.6,183.2,496.8,543.2,547.5,233.8,101.9,252.9,425.4,536.5,130.1,151.5,167.9,76.5,461.0,99.8,119.6,106.3,455.3,138.7,458.2,107.4,199.9
11-05-2018 22:02:51,76.8,184.1,499.7,541.9,546.4,234.1,102.1,252.6,424.6,536.8,130.8,151.4,167.6,76.5,461.6,100.4,120.0,106.9,453.7,138.8,459.6,107.5,201.7
11-05-2018 22:02:51,76.7,184.4,500.1,541.5,546.0,233.5,101.9,256.4,424.9,532.0,130.2,152.2,168.5,77.2,460.1,100.5,119.5,106.9,457.6,138.8,458.1,107.0,201.1
11-05-2018 22:02:51,77.1,183.7,501.0,543.2,546.4,233.3,102.0,257.5,424.9,537.0,129.9,151.6,168.6,77.4,461.2,100.7,119.2,106.6,441.2,138.8,459.2,107.4,201.1
11-05-2018 22:02:51,77.0,184.0,501.7,542.8,546.9,233.5,101.4,256.6,424.8,536.4,130.5,151.5,168.3,76.6,460.6,100.3,119.9,107.3,441.6,138.6,458.7,107.6,200.2
11-05-2018 22:02:51,77.0,183.8,500.6,542.4,546.8,233.6,101.4,256.4,425.1,536.9,130.2,151.5,168.2,77.0,460.3,100.6,119.6,107.8,441.8,139.1,457.8,107.5,200.6
11-05-2018 22:02:51,77.2,183.9,500.6,542.6,545.5,233.2,101.7,254.6,424.6,540.1,129.8,151.1,168.3,76.5,458.3,100.8,119.8,107.0,461.9,138.8,458.9,107.2,201.5
11-05-2018 22:02:52,76.3,184.3,499.4,543.6,546.4,232.4,101.9,254.4,425.0,538.0,129.5,151.1,168.5,76.5,458.6,100.2,119.6,106.9,459.2,139.1,453.7,107.0,203.6
11-05-2018 22:02:52,76.5,184.4,502.0,543.4,547.0,233.3,101.5,253.2,424.5,540.1,129.2,152.1,168.5,77.0,457.5,99.9,120.1,105.8,451.6,138.8,452.2,107.3,205.4
11-05-2018 22:02:52,76.3,183.6,497.0,543.6,547.1,233.1,101.5,253.2,424.6,537.4,129.0,151.8,168.4,76.2,455.8,99.9,119.6,105.1,446.0,139.2,451.8,107.2,201.6
11-05-2018 22:02:52,76.8,183.5,497.8,542.1,547.1,233.1,101.3,253.1,423.7,530.9,129.4,151.4,168.1,76.8,456.8,99.8,119.3,104.8,439.3,139.1,453.0,107.0,204.0
11-05-2018 22:02:52,76.7,183.0,499.1,542.9,546.5,232.6,100.6,253.6,423.9,536.1,129.0,151.9,168.1,76.9,453.9,99.6,120.0,105.3,438.4,139.2,451.4,106.8,204.8
11-05-2018 22:02:52,76.3,182.7,500.8,542.3,546.0,233.6,101.0,251.6,424.1,531.1,128.7,150.5,167.4,76.7,444.6,99.5,119.2,104.9,439.3,138.8,451.8,106.8,202.2
11-05-2018 22:02:52,76.6,182.7,500.4,543.5,545.6,233.5,101.0,252.2,423.8,530.0,128.6,150.8,167.8,76.8,444.2,99.7,118.9,104.4,437.2,138.9,450.5,106.3,200.7
11-05-2018 22:02:52,76.5,182.5,503.1,542.5,546.3,232.7,100.8,252.3,423.3,540.7,128.7,149.9,167.6,76.8,444.6,99.4,119.4,104.6,436.5,138.6,449.5,106.6,200.8
11-05-2018 22:02:52,76.5,182.6,497.7,543.6,545.5,233.2,100.6,252.2,422.8,531.3,128.7,150.6,167.9,77.2,442.4,99.5,119.1,104.2,434.3,138.9,448.5,106.2,200.7
11-05-2018 22:02:52,76.3,182.8,495.3,543.0,546.4,234.5,101.2,251.9,423.7,536.8,129.0,150.5,167.3,76.9,443.2,99.3,119.1,104.2,436.2,138.9,450.0,107.1,200.4
11-05-2018 22:02:52,76.6,183.0,493.6,542.5,546.4,233.8,100.2,251.8,423.4,536.3,128.8,149.9,167.6,76.4,442.6,99.6,118.8,104.9,438.2,138.5,449.9,106.6,200.4
11-05-2018 22:02:52,76.6,182.6,495.2,541.2,545.3,233.8,101.1,251.8,424.1,530.5,128.5,150.0,167.6,76.7,441.8,99.1,119.0,104.1,438.5,138.6,450.1,106.4,200.7
11-05-2018 22:02:52,76.4,182.8,494.5,542.5,547.3,234.0,101.1,252.2,424.0,537.3,129.3,150.4,167.2,76.8,442.2,99.3,118.7,104.6,439.0,139.4,450.5,106.8,200.3
11-05-2018 22:02:53,76.3,182.5,493.7,543.2,546.7,234.1,100.9,251.9,424.0,536.0,128.8,150.3,167.3,76.6,441.8,99.5,118.8,104.6,438.4,139.4,449.8,107.2,200.2
11-05-2018 22:02:53,76.4,182.1,494.7,542.7,547.0,233.7,100.5,252.0,423.9,536.3,128.3,150.2,167.5,76.5,442.2,99.4,118.8,104.8,438.7,138.6,449.5,106.7,199.8
11-05-2018 22:02:53,76.4,182.5,493.9,541.9,546.4,233.8,100.8,252.6,425.2,530.9,128.4,150.1,167.3,76.0,442.5,99.0,119.0,105.1,438.5,138.7,449.6,107.0,200.1
11-05-2018 22:02:53,76.4,183.2,493.8,543.0,547.5,233.7,101.3,252.6,424.9,538.0,128.7,149.9,167.4,76.4,441.6,99.7,118.8,105.0,438.7,138.7,450.5,107.0,200.0
11-05-2018 22:02:53,76.2,183.2,495.1,542.3,545.7,233.8,100.9,252.3,424.4,536.5,128.6,150.4,166.8,77.0,442.3,99.3,118.9,104.9,438.6,138.7,450.7,106.7,200.1
11-05-2018 22:02:53,76.3,182.5,493.7,543.2,546.5,234.2,100.6,251.9,423.7,536.7,128.6,150.4,167.3,76.3,441.6,99.5,118.9,104.7,438.5,138.7,449.7,107.1,199.9
11-05-2018 22:02:53,76.9,182.6,494.2,541.7,546.2,233.6,100.9,251.5,424.0,531.1,128.8,150.3,167.2,76.8,441.7,99.6,118.7,104.6,438.3,138.6,450.3,106.3,199.6
11-05-2018 22:02:53,76.6,182.5,494.8,543.8,546.3,233.7,101.0,251.5,423.7,537.9,128.8,150.5,167.5,76.3,441.0,99.5,118.6,104.5,438.5,139.1,450.5,106.8,199.2
11-05-2018 22:02:53,76.8,182.7,494.2,542.7,546.0,233.6,100.5,251.9,423.4,536.5,128.8,149.9,167.3,76.2,441.4,99.6,118.8,105.0,437.9,139.1,450.0,106.7,199.3
11-05-2018 22:02:53,76.6,183.1,494.9,543.0,546.1,233.3,100.6,252.2,422.6,537.4,128.6,149.9,167.4,76.6,441.1,99.6,118.4,104.6,438.4,139.2,450.0,107.1,199.3
11-05-2018 22:02:53,77.0,182.5,494.2,541.9,546.7,233.6,101.0,252.3,424.0,531.0,128.8,150.0,167.4,76.2,440.7,99.3,118.9,104.9,438.4,138.7,450.1,106.8,199.4
11-05-2018 22:02:53,76.6,182.6,494.7,542.2,546.1,232.6,101.0,251.5,424.3,537.3,128.9,150.3,167.3,76.7,441.5,99.7,118.6,104.4,437.9,139.0,450.5,106.9,199.6
11-05-2018 22:02:54,76.1,182.7,493.9,542.6,546.1,234.1,100.4,252.2,424.0,537.1,128.5,150.5,167.5,76.8,442.0,99.9,118.5,104.6,438.4,138.8,450.1,107.0,199.9
11-05-2018 22:02:54,76.9,182.6,493.9,543.3,546.8,232.9,100.7,251.6,423.7,536.6,128.7,150.1,167.6,76.4,441.6,99.4,118.9,104.6,437.5,139.4,449.3,106.8,199.3
11-05-2018 22:02:54,76.1,182.7,494.4,541.1,545.7,233.3,101.1,250.8,423.7,531.3,128.6,150.5,167.0,76.2,441.3,99.3,118.7,104.7,437.2,138.9,450.1,106.7,199.6
11-05-2018 22:02:54,76.5,182.4,493.8,542.3,546.9,233.8,100.9,252.2,424.1,537.6,128.9,150.4,167.8,76.2,441.0,99.4,118.8,104.3,438.3,138.8,450.2,106.9,199.3
11-05-2018 22:02:54,76.8,182.7,494.8,543.2,545.5,233.8,101.1,251.5,423.7,536.4,128.8,150.0,167.3,76.4,441.3,99.2,118.6,104.0,437.7,138.8,450.3,107.2,199.1
11-05-2018 22:02:54,76.6,182.5,493.6,541.8,546.3,233.6,101.0,251.8,424.4,536.3,128.5,150.1,167.4,76.8,440.3,99.6,118.9,104.7,437.1,139.0,449.7,107.0,199.3
11-05-2018 22:02:54,76.5,182.3,494.1,540.9,546.0,233.2,101.1,251.7,423.3,530.2,128.1,149.9,167.4,76.3,441.3,99.3,118.9,104.7,437.4,138.9,449.8,106.5,198.7
11-05-2018 22:02:54,76.3,182.6,494.1,543.0,545.8,233.5,100.8,251.9,423.3,535.8,128.4,150.0,166.9,76.4,441.5,99.2,118.8,104.8,437.7,138.3,450.2,106.9,198.8
11-05-2018 22:02:54,76.7,182.4,493.8,542.9,546.7,234.1,101.3,251.5,424.0,536.0,128.5,149.7,167.7,76.6,440.3,99.5,118.9,104.7,437.7,138.2,450.4,107.1,199.0
11-05-2018 22:02:54,76.3,182.6,493.3,542.7,545.6,233.1,100.8,251.6,422.9,537.4,128.8,150.3,167.6,76.4,441.3,99.2,118.7,104.8,437.6,139.0,449.8,107.0,198.5
11-05-2018 22:02:54,76.3,182.6,495.0,541.4,546.5,233.2,101.0,251.6,424.2,531.0,128.8,150.1,167.8,76.8,441.4,99.5,118.4,104.8,437.9,138.6,449.8,106.4,199.5
11-05-2018 22:02:54,76.4,182.7,494.3,542.8,545.9,233.1,100.5,251.2,423.5,537.7,128.3,150.0,167.5,76.5,440.9,99.3,118.7,104.9,438.0,138.8,451.1,106.8,199.1
11-05-2018 22:02:54,76.9,182.7,494.2,543.4,546.2,233.7,101.2,251.8,423.9,537.0,128.9,151.0,167.6,76.4,441.0,99.4,118.9,104.9,437.8,138.6,449.4,106.3,199.2
11-05-2018 22:02:55,76.3,182.6,494.1,542.4,545.7,233.2,100.7,251.2,423.9,536.8,128.8,150.2,167.6,76.6,440.6,99.4,118.7,104.9,437.7,138.7,450.4,106.8,198.8
11-05-2018 22:02:55,76.5,182.6,494.5,541.5,546.0,233.7,100.8,252.3,424.1,531.6,128.5,150.3,167.3,76.4,441.0,99.3,118.8,104.5,437.4,139.1,450.3,106.6,198.8
11-05-2018 22:02:55,76.9,182.2,494.8,542.5,545.7,233.5,100.9,251.5,423.7,536.7,129.0,150.2,167.6,76.2,441.7,99.4,118.3,104.7,437.7,139.0,449.8,106.8,199.0
11-05-2018 22:02:55,76.6,182.9,493.3,541.7,545.7,233.6,100.9,251.3,423.7,536.5,129.0,150.0,166.7,76.5,440.9,98.9,118.4,104.7,437.3,138.7,450.8,106.5,198.4
11-05-2018 22:02:55,77.1,182.6,493.8,542.3,545.8,233.3,100.6,251.5,423.6,536.7,128.6,150.4,167.3,76.3,440.5,99.7,118.6,104.8,437.4,138.6,450.0,106.5,198.4
11-05-2018 22:02:55,76.2,182.3,493.9,540.8,545.7,233.3,101.0,251.3,424.3,530.2,128.9,149.6,167.8,76.7,440.8,99.2,118.8,104.9,437.7,139.1,449.8,106.6,198.8
11-05-2018 22:02:55,76.2,182.5,494.4,543.1,545.8,233.5,100.6,251.6,424.4,537.0,128.3,149.9,167.6,76.0,441.2,99.3,118.8,104.7,437.9,138.6,449.1,106.5,199.2
11-05-2018 22:02:55,76.5,182.0,494.1,541.3,546.4,233.5,100.7,251.5,424.1,536.1,128.3,149.7,167.0,76.6,441.1,99.0,118.2,104.8,437.4,138.5,449.8,107.0,198.9
11-05-2018 22:02:55,76.3,181.8,494.4,543.3,545.3,233.3,101.4,252.2,423.7,536.4,128.9,150.2,167.1,76.4,440.8,99.5,118.5,104.8,437.2,138.9,449.6,106.9,199.3
11-05-2018 22:02:55,76.3,182.6,494.2,541.2,546.7,233.6,101.0,251.1,424.5,531.3,128.7,149.9,167.6,76.3,441.1,99.5,119.1,104.9,437.7,138.7,449.8,107.0,199.3
11-05-2018 22:02:55,76.2,182.8,494.4,542.9,546.7,233.2,100.9,251.6,424.0,537.3,128.9,150.3,167.7,76.4,440.4,99.3,118.5,104.8,435.2,138.8,450.0,106.7,201.2
11-05-2018 22:02:55,76.4,182.3,493.7,542.1,545.2,233.8,101.0,251.2,423.9,536.3,128.3,149.9,167.2,76.5,441.2,99.8,118.8,104.7,434.0,138.4,449.8,106.8,200.2
11-05-2018 22:02:56,76.2,182.3,493.7,543.7,546.5,233.6,100.6,251.4,424.0,536.3,128.5,150.2,167.1,76.2,440.1,99.8,118.8,105.1,431.8,138.8,449.6,106.8,201.2
