Scenario,Time,P0,P1,P2,P3,P4,P5,P6,P7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,AX,AY,AZ,QW,QX,QY,QZ,CS,CA,CG,CM
Gesture 2,13:35:22.696,31409,31392,31450,31386,31380,31409,31467,31322,31409,31433,31444,31392,31398,31456,31392,31305,31299,31363,31345,31392,31438,31526,31432,31409,31403,31345,31380,31438,31427,31444,31398,,,,,,,,,,,,,
Gesture 2,13:35:22.796,31427,31322,31403,31450,31432,31432,31403,31398,31380,31363,31462,31485,31421,31322,31369,31281,31421,31392,31409,31491,31467,31421,31450,31409,31497,31403,31392,31432,31485,31433,31415,,,,,,,,,,,,,
Gesture 2,13:35:22.897,31398,31392,31403,31392,31363,31345,31334,31409,31380,31386,31368,31403,31392,31374,31380,31200,31345,31380,31432,31351,31456,31427,31368,31345,31316,31438,31339,31409,31363,31450,31369,,,,,,,,,,,,,
Gesture 2,13:35:22.997,31322,31409,31462,31398,31415,31427,31456,31305,31409,31380,31392,31398,31450,31374,31433,31462,31456,31502,31462,31479,31438,31409,31392,31374,31235,31421,31398,31462,31438,31421,31345,,,,,,,,,,,,,
Gesture 2,13:35:23.096,31357,31398,31415,31427,31345,31403,31374,31252,31305,31380,31467,31438,31409,31363,31351,31398,31497,31340,31427,31462,31467,31444,31386,31316,31374,31334,31415,31427,31502,31392,31415,,,,,,,,,,,,,
Gesture 2,13:35:23.196,31328,31374,31433,31433,31380,31380,31444,31433,31380,31433,31421,31415,31374,31299,31508,31421,31427,31427,31374,31403,31409,31444,31444,31322,31526,31421,31363,31479,31433,31456,31369,,,,,,,,,,,,,
Gesture 2,13:35:23.297,31386,31403,31491,31409,31403,31409,31386,31183,31287,31386,31427,31415,31392,31421,31380,31369,31322,31363,31456,31427,31339,31450,31345,31386,31340,31409,31357,31409,31473,31497,31339,,,,,,,,,,,,,
Gesture 2,13:35:23.397,31398,31386,31432,31380,31444,31398,31444,31433,31345,31363,31444,31520,31444,31386,31467,31305,31276,31456,31363,31450,31438,31462,31403,31392,31526,31403,31392,31415,31485,31427,31398,,,,,,,,,,,,,
Gesture 2,13:35:23.496,31398,31444,31392,31432,31386,31380,31386,31235,31328,31409,31497,31438,31427,31398,31403,31514,31433,31392,31368,31462,31403,31438,31357,31363,31282,31409,31409,31386,31421,31520,31462,,,,,,,,,,,,,
Gesture 2,13:35:23.514,31316,31421,31433,31421,31497,31427,31398,31241,31316,31363,31432,31351,31450,31432,31432,31462,31532,31473,31392,31433,31473,31427,31339,31299,31386,31392,31485,31438,31363,31363,31537,,,,,,,,,,,,,
Gesture 2,13:35:23.697,31351,31409,31386,31374,31409,31398,31369,31514,31398,31473,31392,31438,31432,31369,31322,31311,31270,31351,31386,31392,31380,31462,31363,31392,31479,31374,31386,31398,31462,31398,31450,,,,,,,,,,,,,
Gesture 2,13:35:23.711,31206,31386,31374,31508,31415,31339,31403,31380,31299,31380,31427,31415,31491,31415,31421,31282,31398,31450,31374,31427,31433,31473,31433,31339,31252,31386,31415,31374,31450,31392,31374,,,,,,,,,,,,,
Gesture 2,13:35:23.895,31357,31444,31386,31567,31438,31374,31409,31258,31398,31415,31450,31433,31386,31427,31403,31316,31340,31369,31368,31392,31409,31456,31421,31392,31369,31386,31357,31432,31491,31497,31485,,,,,,,,,,,,,
Gesture 2,13:35:23.911,31363,31444,31374,31456,31444,31345,31386,31287,31357,31409,31438,31421,31409,31380,31427,31310,31421,31421,31427,31497,31357,31403,31345,31380,31421,31467,31415,31427,31438,31398,31473,,,,,,,,,,,,,
Gesture 2,13:35:24.095,31363,31479,31467,31532,31386,31409,31334,31403,31409,31392,31421,31438,31433,31409,31374,31508,31450,31421,31438,31427,31479,31462,31398,31392,31276,31363,31456,31409,31409,31526,31473,,,,,,,,,,,,,
Gesture 2,13:35:24.196,31368,31398,31502,31479,31444,31374,31374,31252,31409,31398,31491,31392,31462,31438,31345,31398,31305,31398,31403,31485,31369,31491,31345,31363,31386,31351,31403,31392,31473,31456,31456,,,,,,,,,,,,,
Gesture 2,13:35:24.295,31322,31415,31421,31432,31409,31415,31392,31363,31351,31444,31520,31467,31421,31369,31450,31403,31374,31427,31380,31369,31462,31514,31467,31351,31253,31409,31398,31415,31438,31497,31421,,,,,,,,,,,,,
Gesture 2,13:35:24.311,31357,31345,31491,31444,31444,31368,31392,31409,31281,31450,31479,31386,31415,31363,31421,31438,31380,31374,31322,31415,31351,31438,31392,31409,31311,31403,31316,31479,31415,31438,31444,,,,,,,,,,,,,
Gesture 2,13:35:24.495,31450,31433,31462,31456,31421,31432,31438,31456,31444,31444,31467,31392,31479,31386,31398,31381,31253,31421,31398,31380,31473,31467,31450,31403,31444,31415,31351,31415,31392,31526,31432,,,,,,,,,,,,,
Gesture 2,13:35:24.595,31392,31398,31392,31462,31520,31368,31415,31398,31392,31427,31456,31409,31438,31421,31433,31316,31299,31403,31427,31450,31467,31491,31380,31409,31479,31421,31438,31479,31380,31520,31479,,,,,,,,,,,,,
Gesture 2,13:35:24.695,31409,31403,31444,31368,31392,31328,31433,31392,31421,31421,31467,31450,31438,31374,31374,31497,31415,31345,31409,31421,31444,31456,31392,31473,31241,31438,31357,31432,31421,31485,31473,,,,,,,,,,,,,
Gesture 2,13:35:24.795,31363,31357,31462,31345,31392,31334,31421,31351,31403,31275,31485,31386,31421,31403,31357,31467,31467,31444,31398,31432,31374,31450,31363,31415,31235,31339,31334,31386,31432,31421,31328,,,,,,,,,,,,,
Gesture 2,13:35:24.895,31415,31432,31520,31438,31456,31403,31456,31311,31433,31421,31450,31386,31432,31403,31415,31479,31479,31415,31334,31403,31415,31467,31467,31450,31264,31392,31357,31415,31427,31462,31345,,,,,,,,,,,,,
Gesture 2,13:35:24.996,31380,31293,31398,31427,31444,31357,31427,31380,31438,31339,31438,31392,31450,31351,31403,31497,31450,31363,31427,31467,31421,31438,31409,31409,31415,31415,31380,31427,31479,31421,31310,,,,,,,,,,,,,
Gesture 2,13:35:25.095,31421,31403,31537,31409,31456,31386,31398,31444,31398,31427,31514,31409,31467,31456,31433,31415,31380,31398,31456,31462,31479,31491,31421,31398,31334,31392,31287,31444,31450,31520,31380,,,,,,,,,,,,,
Gesture 2,13:35:25.111,31415,31322,31438,31357,31467,31456,31421,31311,31479,31386,31433,31374,31409,31403,31392,31456,31386,31415,31438,31456,31421,31479,31374,31398,31386,31444,31432,31415,31293,31427,31374,,,,,,,,,,,,,
Gesture 2,13:35:25.295,31392,31369,31520,31380,31415,31322,31363,31485,31462,31398,31491,31392,31421,31339,31380,31334,31287,31386,31322,31392,31497,31479,31473,31421,31497,31398,31403,31444,31392,31543,31403,,,,,,,,,,,,,
Gesture 2,13:35:25.396,31409,31369,31491,31339,31456,31392,31409,31415,31398,31310,31427,31415,31508,31409,31450,31386,31287,31438,31415,31462,31386,31444,31467,31438,31508,31398,31415,31427,31374,31485,31409,,,,,,,,,,,,,
Gesture 2,13:35:25.496,31398,31409,31526,31409,31409,31421,31427,31346,31386,31409,31514,31462,31468,31398,31409,31497,31380,31456,31368,31438,31421,31479,31450,31409,31317,31473,31322,31450,31427,31526,31363,,,,,,,,,,,,,
Gesture 2,13:35:25.513,31444,31357,31415,31374,31479,31386,31374,31374,31386,31380,31473,31368,31432,31403,31438,31293,31310,31392,31438,31368,31398,31485,31415,31380,31328,31392,31432,31456,31368,31433,31409,,,,,,,,,,,,,
Gesture 2,13:35:25.695,31380,31357,31467,31444,31415,31386,31415,31340,31357,31403,31409,31473,31450,31392,31409,31415,31369,31421,31462,31415,31438,31421,31456,31438,31467,31386,31403,31392,31409,31497,31374,,,,,,,,,,,,,
Gesture 2,13:35:25.795,31392,31357,31392,31374,31351,31380,31438,31427,31345,31369,31456,31403,31444,31386,31368,31270,31374,31432,31432,31386,31380,31427,31339,31316,31374,31421,31421,31450,31334,31444,31351,,,,,,,,,,,,,
Gesture 2,13:35:25.895,31339,31427,31462,31415,31444,31374,31386,31334,31334,31374,31403,31392,31433,31421,31409,31351,31316,31421,31427,31421,31485,31497,31398,31369,31415,31398,31409,31403,31427,31409,31322,,,,,,,,,,,,,
Gesture 2,13:35:25.996,31432,31398,31444,31409,31386,31409,31438,31363,31398,31386,31409,31363,31415,31427,31368,31316,31369,31403,31380,31398,31433,31444,31427,31380,31334,31374,31421,31438,31368,31427,31415,,,,,,,,,,,,,
Gesture 2,13:35:26.096,31380,31351,31421,31450,31368,31456,31409,31433,31386,31415,31444,31403,31432,31380,31415,31421,31351,31368,31392,31438,31398,31444,31444,31427,31409,31398,31427,31467,31421,31456,31403,,,,,,,,,,,,,
Gesture 2,13:35:26.195,31357,31409,31374,31432,31403,31427,31351,31409,31409,31392,31456,31374,31415,31427,31351,31345,31421,31421,31432,31421,31462,31380,31473,31357,31409,31328,31409,31368,31357,31427,31345,,,,,,,,,,,,,
Gesture 2,13:35:26.295,31392,31334,31392,31392,31415,31398,31374,31305,31328,31339,31363,31369,31427,31368,31479,31491,31369,31421,31427,31415,31456,31398,31438,31334,31253,31380,31409,31409,31316,31438,31392,,,,,,,,,,,,,
Gesture 2,13:35:26.396,31380,31398,31438,31386,31427,31462,31456,31404,31374,31368,31403,31334,31433,31369,31380,31374,31305,31403,31473,31444,31392,31421,31374,31322,31398,31403,31403,31398,31450,31421,31415,,,,,,,,,,,,,
Gesture 2,13:35:26.496,31328,31392,31363,31427,31386,31403,31456,31438,31380,31351,31386,31473,31368,31398,31345,31421,31247,31398,31392,31438,31456,31421,31374,31339,31543,31392,31403,31357,31421,31368,31415,,,,,,,,,,,,,
Gesture 2,13:35:26.595,31334,31421,31386,31427,31403,31403,31415,31514,31345,31421,31421,31403,31392,31450,31427,31206,31398,31403,31409,31409,31467,31438,31345,31392,31403,31421,31345,31438,31438,31444,31432,,,,,,,,,,,,,
Gesture 2,13:35:26.611,31374,31363,31415,31368,31380,31328,31392,31311,31334,31421,31438,31427,31363,31374,31398,31322,31258,31374,31334,31339,31368,31368,31409,31334,31369,31374,31334,31398,31415,31444,31403,,,,,,,,,,,,,
Gesture 2,13:35:26.710,31432,31374,31438,31368,31392,31409,31368,31467,31415,31287,31415,31345,31456,31322,31409,31212,31334,31351,31421,31392,31357,31450,31398,31334,31438,31374,31380,31351,31386,31444,31369,,,,,,,,,,,,,
Gesture 2,13:35:26.896,31368,31339,31415,31427,31392,31339,31444,31462,31403,31310,31467,31433,31398,31386,31369,31195,31357,31386,31316,31363,31380,31421,31363,31409,31345,31351,31392,31403,31427,31438,31357,,,,,,,,,,,,,
Gesture 2,13:35:26.996,31456,31392,31380,31398,31450,31427,31403,31491,31456,31357,31473,31462,31450,31368,31403,31305,31345,31415,31398,31432,31421,31467,31380,31433,31398,31415,31421,31415,31415,31485,31456,,,,,,,,,,,,,
Gesture 2,13:35:27.095,31398,31409,31380,31357,31427,31398,31380,31502,31421,31398,31398,31444,31392,31398,31328,31258,31264,31386,31380,31380,31444,31421,31398,31386,31479,31357,31374,31392,31467,31368,31368,,,,,,,,,,,,,
Gesture 2,13:35:27.109,31450,31380,31438,31421,31392,31351,31409,31398,31386,31444,31369,31374,31386,31438,31374,31403,31497,31386,31392,31415,31415,31433,31462,31427,31276,31450,31409,31456,31398,31462,31450,,,,,,,,,,,,,
Gesture 2,13:35:27.295,31444,31368,31392,31421,31392,31433,31450,31299,31467,31398,31456,31415,31398,31432,31421,31450,31438,31409,31427,31432,31438,31403,31368,31432,31288,31462,31386,31374,31351,31409,31374,,,,,,,,,,,,,
Gesture 2,13:35:27.396,31450,31374,31345,31444,31438,31392,31409,31409,31433,31403,31374,31427,31462,31467,31421,31549,31438,31433,31433,31444,31450,31415,31369,31497,31270,31357,31409,31473,31438,31398,31398,,,,,,,,,,,,,
Gesture 2,13:35:27.496,31421,31415,31432,31357,31392,31450,31497,31398,31467,31369,31438,31357,31409,31392,31421,31398,31555,31403,31357,31438,31467,31462,31380,31427,31415,31421,31345,31380,31386,31467,31380,,,,,,,,,,,,,
Gesture 2,13:35:27.596,31432,31433,31456,31398,31432,31363,31369,31368,31415,31415,31438,31368,31467,31415,31409,31398,31421,31415,31462,31403,31398,31415,31403,31444,31415,31450,31398,31386,31380,31415,31380,,,,,,,,,,,,,
Gesture 2,13:35:27.695,31444,31363,31351,31421,31357,31380,31456,31409,31415,31409,31403,31380,31398,31386,31403,31462,31456,31415,31345,31345,31380,31444,31368,31357,31380,31334,31363,31392,31357,31438,31403,,,,,,,,,,,,,
Gesture 2,13:35:27.796,31427,31404,31438,31368,31444,31392,31398,31462,31392,31316,31456,31374,31432,31421,31380,31444,31403,31456,31415,31386,31456,31479,31409,31427,31386,31415,31398,31485,31415,31456,31427,,,,,,,,,,,,,
Gesture 2,13:35:27.896,31392,31415,31357,31386,31345,31403,31392,31403,31368,31398,31497,31473,31357,31363,31403,31386,31450,31421,31415,31438,31467,31438,31368,31403,31392,31380,31415,31351,31421,31421,31421,,,,,,,,,,,,,
Gesture 2,13:35:27.996,31421,31409,31409,31386,31479,31345,31450,31432,31398,31403,31386,31403,31450,31368,31386,31444,31438,31444,31334,31467,31386,31351,31398,31392,31491,31345,31392,31427,31398,31415,31473,,,,,,,,,,,,,
Gesture 2,13:35:28.095,31427,31421,31386,31374,31433,31345,31299,31444,31421,31368,31409,31339,31421,31403,31310,31473,31392,31287,31374,31415,31386,31380,31403,31427,31432,31345,31368,31357,31305,31392,31415,,,,,,,,,,,,,
Gesture 2,13:35:28.195,31398,31328,31403,31345,31386,31415,31380,31409,31403,31328,31421,31334,31415,31409,31368,31363,31392,31432,31403,31479,31368,31403,31368,31433,31450,31363,31427,31386,31392,31438,31316,,,,,,,,,,,,,
Gesture 2,13:35:28.295,31374,31386,31450,31427,31380,31403,31386,31415,31374,31398,31433,31421,31421,31380,31328,31433,31403,31403,31368,31456,31368,31438,31421,31409,31462,31345,31450,31491,31421,31467,31403,,,,,,,,,,,,,
Gesture 2,13:35:28.395,31369,31374,31421,31357,31485,31421,31421,31374,31374,31328,31392,31305,31444,31398,31380,31363,31363,31316,31415,31450,31398,31374,31438,31380,31427,31380,31467,31398,31322,31444,31363,,,,,,,,,,,,,
Gesture 2,13:35:28.496,31427,31415,31421,31363,31368,31357,31351,31409,31392,31374,31456,31328,31363,31351,31369,31334,31392,31345,31357,31357,31427,31462,31415,31409,31415,31334,31380,31415,31339,31444,31339,,,,,,,,,,,,,
Gesture 2,13:35:28.595,31357,31374,31369,31374,31415,31409,31409,31322,31351,31398,31444,31293,31421,31398,31357,31409,31415,31374,31398,31398,31351,31398,31357,31357,31409,31386,31415,31450,31334,31398,31403,,,,,,,,,,,,,
Gesture 2,13:35:28.696,31438,31497,31369,31403,31398,31398,31316,31374,31409,31421,31497,31403,31386,31357,31386,31438,31409,31316,31339,31415,31427,31456,31421,31398,31415,31363,31386,31421,31357,31467,31310,,,,,,,,,,,,,
Gesture 2,13:35:28.795,31363,31398,31403,31287,31462,31357,31322,31415,31368,31369,31392,31305,31438,31392,31299,31374,31345,31351,31363,31467,31322,31421,31421,31403,31427,31345,31398,31438,31328,31380,31345,,,,,,,,,,,,,
Gesture 2,13:35:28.895,31427,31514,31380,31456,31450,31421,31363,31421,31374,31456,31473,31438,31427,31398,31357,31433,31345,31421,31380,31438,31374,31438,31450,31380,31380,31363,31392,31421,31433,31398,31497,,,,,,,,,,,,,
Gesture 2,13:35:28.908,31386,31427,31415,31374,31368,31380,31398,31363,31345,31392,31398,31339,31427,31351,31334,31339,31328,31368,31415,31444,31392,31462,31403,31374,31363,31351,31444,31386,31421,31450,31374,,,,,,,,,,,,,
Gesture 2,13:35:29.096,31415,31479,31386,31230,31403,31380,31374,31404,31415,31403,31392,31334,31438,31374,31363,31421,31433,31409,31432,31456,31409,31427,31462,31403,31386,31386,31467,31473,31357,31415,31398,,,,,,,,,,,,,
Gesture 2,13:35:29.196,31363,31339,31415,31264,31450,31450,31328,31363,31363,31462,31357,31392,31438,31368,31374,31351,31357,31374,31409,31415,31363,31438,31462,31380,31345,31339,31479,31456,31183,31409,31386,,,,,,,,,,,,,
Gesture 2,13:35:29.295,31334,31334,31328,31374,31427,31386,31502,31462,31357,31433,31305,31467,31339,31363,31432,31444,31456,31392,31450,31345,31398,31322,31235,31357,31403,31467,31380,31398,31357,31229,31281,,,,,,,,,,,,,
Gesture 2,13:35:29.396,31386,31438,31328,31229,31432,31409,31345,31421,31450,31427,31415,31258,31444,31415,31374,31398,31398,31305,31444,31415,31264,31433,31392,31403,31369,31345,31386,31450,31316,31415,31427,,,,,,,,,,,,,
Gesture 2,13:35:29.409,31438,31467,31444,31427,31450,31427,31316,31433,31380,31368,31508,31386,31421,31444,31339,31404,31433,31415,31450,31392,31398,31438,31456,31392,31427,31368,31427,31432,31247,31427,31415,,,,,,,,,,,,,
Gesture 2,13:35:29.595,31403,31409,31427,31137,31427,31386,31421,31398,31357,31386,31386,31299,31368,31368,31392,31369,31380,31363,31427,31415,31392,31432,31368,31398,31433,31322,31380,31392,31183,31415,31363,,,,,,,,,,,,,
Gesture 2,13:35:29.695,31386,31386,31473,31177,31427,31351,31380,31363,31438,31415,31374,31363,31392,31374,31351,31409,31468,31398,31398,31438,31427,31433,31497,31479,31403,31357,31438,31467,31125,31520,31345,,,,,,,,,,,,,
Gesture 2,13:35:29.796,31392,31392,31293,31299,31386,31351,31310,31374,31450,31392,31473,31287,31433,31363,31305,31386,31357,31357,31398,31415,31398,31433,31398,31380,31334,31392,31380,31409,31398,31386,31357,,,,,,,,,,,,,
Gesture 2,13:35:29.896,31380,31432,31398,31241,31392,31398,31438,31334,31444,31444,31485,31450,31403,31345,31363,31433,31398,31392,31433,31427,31328,31444,31427,31427,31374,31409,31386,31462,31241,31456,31409,,,,,,,,,,,,,
Gesture 2,13:35:29.995,31380,31363,31351,31218,31438,31305,31357,31403,31432,31363,31386,31334,31363,31351,31345,31398,31363,31368,31281,31415,31363,31392,31392,31368,31386,31357,31392,31456,31142,31374,31369,,,,,,,,,,,,,
Gesture 3,13:35:30.096,31438,31438,31415,31421,31497,31386,31392,31421,31415,31398,31450,31276,31456,31415,31450,31427,31403,31374,31374,31403,31200,31415,31462,31409,31392,31432,31351,31444,31421,31403,31473,,,,,,,,,,,,,
Gesture 3,13:35:30.196,31462,31415,31421,31166,31409,31398,31368,31363,31357,31403,31432,31380,31427,31398,31351,31299,31374,31328,31403,31485,31392,31398,31386,31479,31316,31363,31403,31450,31281,31386,31380,,,,,,,,,,,,,
Gesture 3,13:35:30.295,31363,31438,31432,31264,31438,31415,31392,31386,31432,31398,31409,31351,31444,31450,31299,31409,31403,31380,31398,31520,31293,31427,31438,31415,31433,31380,31409,31433,31311,31532,31438,,,,,,,,,,,,,
Gesture 3,13:35:30.396,31386,31403,31357,31339,31432,31427,31392,31363,31427,31450,31421,31392,31438,31432,31386,31409,31403,31386,31415,31421,31351,31433,31427,31398,31380,31409,31450,31456,31264,31398,31467,,,,,,,,,,,,,
Gesture 3,13:35:30.495,31444,31456,31415,31299,31438,31421,31386,31468,31392,31427,31427,31357,31421,31409,31386,31415,31468,31374,31467,31479,31421,31450,31403,31409,31398,31392,31409,31438,31357,31409,31450,,,,,,,,,,,,,
Gesture 3,13:35:30.595,31450,31450,31438,31137,31508,31444,31403,31421,31421,31392,31438,31403,31421,31438,31427,31363,31386,31351,31398,31502,31403,31368,31479,31438,31351,31368,31398,31433,31177,31473,31398,,,,,,,,,,,,,
Gesture 3,13:35:30.696,31380,31421,31380,31433,31508,31403,31345,31403,31403,31392,31479,31206,31374,31392,31438,31398,31450,31386,31450,31432,31241,31456,31473,31403,31403,31310,31432,31421,31433,31398,31444,,,,,,,,,,,,,
Gesture 3,13:35:30.796,31398,31368,31421,31276,31409,31392,31351,31363,31450,31374,31421,31369,31427,31444,31310,31351,31345,31281,31380,31450,31293,31398,31444,31450,31398,31403,31398,31421,31264,31473,31467,,,,,,,,,,,,,
Gesture 3,13:35:30.896,31403,31339,31491,31415,31456,31380,31363,31409,31351,31363,31444,31189,31479,31409,31427,31380,31450,31398,31403,31432,31148,31403,31427,31357,31363,31392,31433,31432,31497,31433,31369,,,,,,,,,,,,,
Gesture 3,13:35:30.995,31433,31456,31351,31270,31368,31427,31357,31433,31438,31438,31415,31328,31438,31392,31339,31357,31374,31357,31328,31462,31246,31380,31415,31415,31415,31281,31427,31398,31299,31427,31450,,,,,,,,,,,,,
Gesture 3,13:35:31.096,31415,31438,31386,31392,31427,31438,31322,31369,31392,31369,31398,31200,31485,31444,31299,31374,31375,31305,31450,31421,31189,31421,31456,31409,31427,31369,31433,31450,31345,31432,31450,,,,,,,,,,,,,
Gesture 3,13:35:31.195,31398,31438,31415,31409,31444,31392,31287,31345,31409,31363,31462,31386,31485,31427,31299,31357,31357,31357,31450,31403,31212,31543,31450,31403,31403,31293,31444,31392,31479,31386,31403,,,,,,,,,,,,,
Gesture 3,13:35:31.295,31415,31363,31432,31154,31392,31433,31322,31392,31427,31351,31438,31316,31398,31368,31305,31438,31380,31386,31403,31444,31299,31374,31450,31427,31380,31310,31433,31415,31125,31421,31392,,,,,,,,,,,,,
Gesture 3,13:35:31.396,31415,31392,31421,31374,31473,31427,31334,31438,31363,31409,31485,31328,31462,31432,31334,31427,31380,31386,31415,31398,31339,31473,31380,31409,31427,31334,31421,31462,31357,31427,31374,,,,,,,,,,,,,
Gesture 3,13:35:31.496,31403,31421,31421,31392,31450,31450,31374,31380,31392,31380,31456,31235,31433,31433,31340,31398,31386,31351,31415,31427,31334,31398,31403,31421,31398,31392,31386,31450,31241,31415,31392,,,,,,,,,,,,,
Gesture 3,13:35:31.596,31409,31421,31450,31351,31421,31456,31345,31398,31415,31409,31427,31311,31456,31438,31368,31345,31433,31357,31403,31398,31223,31403,31456,31427,31415,31368,31450,31450,31270,31479,31374,,,,,,,,,,,,,
Gesture 3,13:35:31.696,31403,31433,31403,31264,31456,31421,31345,31351,31409,31497,31427,31520,31403,31450,31421,31398,31380,31322,31403,31369,31479,31497,31450,31438,31380,31363,31444,31421,31165,31462,31444,,,,,,,,,,,,,
Gesture 3,13:35:31.795,31392,31403,31433,31282,31403,31467,31386,31374,31369,31392,31444,31287,31467,31473,31351,31421,31409,31392,31415,31485,31427,31520,31462,31462,31415,31334,31392,31403,31154,31403,31450,,,,,,,,,,,,,
Gesture 3,13:35:31.896,31415,31363,31456,31264,31398,31456,31392,31444,31409,31392,31433,31299,31467,31433,31392,31473,31450,31433,31467,31444,31374,31467,31427,31444,31339,31473,31467,31467,31154,31368,31386,,,,,,,,,,,,,
Gesture 3,13:35:31.995,31438,31322,31450,31299,31473,31444,31386,31386,31415,31409,31438,31264,31415,31345,31386,31380,31415,31398,31368,31444,31195,31432,31444,31409,31421,31339,31398,31467,31444,31491,31369,,,,,,,,,,,,,
Gesture 3,13:35:32.095,31415,31438,31438,31369,31409,31392,31345,31345,31456,31427,31444,31299,31339,31444,31409,31392,31398,31427,31485,31398,31235,31479,31462,31433,31427,31368,31520,31444,31409,31444,31369,,,,,,,,,,,,,
Gesture 3,13:35:32.195,31403,31380,31357,31450,31421,31392,31322,31403,31409,31462,31432,31235,31415,31403,31316,31398,31380,31368,31392,31421,31258,31415,31403,31403,31363,31403,31351,31427,31427,31421,31357,,,,,,,,,,,,,
Gesture 3,13:35:32.209,31485,31427,31473,31374,31415,31421,31392,31380,31403,31316,31369,31171,31450,31404,31386,31392,31444,31363,31409,31374,31235,31392,31415,31444,31409,31403,31386,31421,31374,31438,31334,,,,,,,,,,,,,
Gesture 3,13:35:32.396,31357,31438,31473,31200,31444,31374,31432,31415,31432,31392,31392,31380,31473,31473,31392,31386,31386,31386,31473,31491,31368,31462,31421,31450,31415,31421,31432,31462,31154,31491,31380,,,,,,,,,,,,,
Gesture 3,13:35:32.496,31374,31386,31363,31189,31386,31438,31398,31351,31427,31270,31432,31369,31421,31415,31398,31392,31444,31415,31491,31421,31450,31456,31415,31392,31398,31427,31415,31403,31230,31415,31339,,,,,,,,,,,,,
Gesture 3,13:35:32.595,31398,31363,31491,31374,31508,31462,31403,31450,31433,31357,31473,31177,31409,31438,31415,31427,31392,31415,31398,31444,31374,31450,31473,31421,31380,31415,31532,31386,31328,31438,31345,,,,,,,,,,,,,
Gesture 3,13:35:32.696,31438,31357,31462,31270,31450,31403,31380,31357,31398,31316,31398,31310,31473,31409,31305,31398,31403,31421,31462,31456,31409,31403,31374,31380,31433,31339,31398,31427,31154,31450,31334,,,,,,,,,,,,,
Gesture 3,13:35:32.795,31479,31374,31432,31200,31450,31409,31415,31374,31433,31357,31369,31299,31502,31392,31403,31450,31398,31450,31444,31491,31421,31427,31450,31468,31380,31392,31502,31432,31189,31462,31363,,,,,,,,,,,,,
Gesture 3,13:35:32.896,31392,31409,31427,31351,31450,31368,31334,31380,31392,31462,31415,31241,31450,31438,31386,31374,31299,31438,31386,31502,31305,31386,31398,31456,31369,31403,31398,31450,31247,31427,31293,,,,,,,,,,,,,
Gesture 3,13:35:32.996,31456,31339,31421,31438,31450,31456,31386,31427,31392,31357,31403,31206,31514,31368,31386,31409,31369,31374,31415,31479,31311,31427,31415,31357,31398,31357,31497,31491,31473,31409,31380,,,,,,,,,,,,,
Gesture 3,13:35:33.014,31438,31438,31450,31339,31456,31409,31369,31415,31485,31432,31502,31427,31508,31444,31357,31421,31368,31380,31502,31497,31363,31485,31444,31467,31386,31374,31432,31438,31183,31444,31380,,,,,,,,,,,,,
Gesture 3,13:35:33.195,31398,31357,31421,31415,31491,31473,31339,31380,31427,31334,31427,31380,31491,31462,31473,31374,31415,31432,31462,31456,31357,31467,31380,31415,31374,31357,31369,31462,31345,31456,31316,,,,,,,,,,,,,
Gesture 3,13:35:33.296,31380,31444,31462,31363,31386,31421,31450,31409,31403,31432,31444,31345,31444,31444,31392,31398,31409,31357,31438,31467,31433,31427,31403,31432,31392,31334,31421,31479,31334,31462,31491,,,,,,,,,,,,,
Gesture 3,13:35:33.395,31374,31468,31403,31351,31438,31363,31316,31374,31409,31339,31392,31334,31473,31403,31403,31357,31334,31363,31380,31514,31374,31415,31421,31415,31374,31427,31427,31438,31374,31398,31305,,,,,,,,,,,,,
Gesture 3,13:35:33.410,31432,31421,31456,31334,31456,31380,31374,31409,31444,31357,31514,31363,31438,31409,31328,31334,31433,31374,31427,31491,31438,31462,31421,31485,31450,31374,31368,31479,31403,31421,31415,,,,,,,,,,,,,
Gesture 3,13:35:33.515,31415,31392,31339,31403,31456,31386,31357,31369,31444,31345,31421,31299,31479,31398,31380,31392,31386,31339,31444,31462,31316,31409,31374,31421,31398,31368,31345,31485,31345,31421,31421,,,,,,,,,,,,,
Gesture 3,13:35:33.696,31409,31386,31415,31357,31444,31450,31398,31403,31415,31357,31438,31357,31473,31380,31380,31386,31369,31432,31374,31444,31456,31392,31415,31415,31386,31398,31357,31421,31363,31421,31351,,,,,,,,,,,,,
Gesture 3,13:35:33.796,31427,31328,31415,31351,31427,31403,31310,31334,31444,31334,31403,31363,31409,31473,31339,31339,31252,31334,31409,31491,31392,31450,31345,31409,31328,31351,31421,31473,31369,31398,31374,,,,,,,,,,,,,
Gesture 3,13:35:33.896,31374,31421,31380,31386,31415,31485,31421,31328,31415,31462,31351,31305,31450,31415,31409,31334,31328,31386,31433,31421,31334,31392,31386,31392,31368,31368,31421,31450,31287,31444,31403,,,,,,,,,,,,,
Gesture 3,13:35:33.995,31421,31438,31275,31357,31508,31403,31374,31368,31421,31421,31427,31398,31462,31415,31462,31374,31345,31473,31369,31386,31351,31450,31415,31421,31299,31427,31392,31479,31316,31368,31438,,,,,,,,,,,,,
