p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23
0.88356,0.97631,0.0080868,0.086619,0.89879,0.15574,0.95492,0.94632,0.97394,0.89146,0.052281,0.81746,0.90276,0.18246,0.91332,0.30573,0.94742,0.9405,0.49283,0.59236,0.53828,0.61015,0.94898
0.87873,0.97438,0.0035173,0.087519,0.89938,0.15399,0.95389,0.93606,0.95691,0.89221,0.047118,0.82694,0.90644,0.18123,0.91825,0.29966,0.94487,0.94576,0.48725,0.59052,0.53745,0.56644,0.94315
0.87322,0.96985,0.0053002,0.083502,0.89885,0.15082,0.94146,0.95437,0.96196,0.88888,0.044061,0.82219,0.91006,0.1816,0.90715,0.29013,0.94242,0.94275,0.5005,0.54417,0.55392,0.55472,0.93586
0.86798,0.96545,0.0058839,0.074772,0.90122,0.14775,0.94404,0.95827,0.98489,0.88804,0.039161,0.81581,0.89006,0.17671,0.91849,0.28316,0.9405,0.95137,0.49782,0.51893,0.54292,0.55807,0.92778
0.86397,0.95627,0.0035208,0.064181,0.89703,0.14662,0.94402,0.96209,0.97899,0.88184,0.034399,0.80172,0.90847,0.17047,0.93235,0.2761,0.93819,0.95799,0.49802,0.54646,0.53911,0.57673,0.927
0.86134,0.96469,0.0060851,0.076967,0.89019,0.14619,0.94999,0.96583,0.9661,0.88509,0.031224,0.79368,0.90613,0.16804,0.95558,0.27361,0.93569,0.94542,0.50167,0.4984,0.53545,0.58736,0.92031
0.85948,0.96307,0.014254,0.089437,0.88905,0.14512,0.95162,0.97741,0.96458,0.89145,0.030363,0.79143,0.89806,0.16717,0.9056,0.27212,0.93354,0.95576,0.50183,0.52131,0.52227,0.56535,0.91539
0.85725,0.95071,0.016589,0.074548,0.88336,0.14578,0.94741,0.96472,0.94221,0.8862,0.028933,0.77998,0.88196,0.16344,0.90157,0.27005,0.93168,0.95279,0.49932,0.51553,0.50288,0.55051,0.92262
0.85608,0.94932,0.014168,0.093322,0.8797,0.14507,0.94332,0.99145,0.96786,0.88334,0.027768,0.77261,0.86883,0.16267,0.90633,0.26538,0.93058,0.95902,0.52336,0.50993,0.48114,0.5183,0.92205
0.85311,0.94447,0.016423,0.091744,0.87614,0.14335,0.93934,1,0.93625,0.88582,0.028375,0.7638,0.86724,0.15913,0.90836,0.26172,0.92746,0.95606,0.52916,0.49132,0.4657,0.53648,0.92416
0.85163,0.94082,0.019441,0.079425,0.87169,0.14301,0.93151,0.98528,0.94797,0.8876,0.028001,0.75889,0.86021,0.15306,0.89605,0.2579,0.92693,0.96572,0.52385,0.47822,0.4542,0.54004,0.92458
0.84968,0.94068,0.024218,0.059193,0.87094,0.14268,0.93725,0.97835,0.94027,0.8966,0.028595,0.74851,0.85642,0.14777,0.86993,0.25736,0.9253,0.96274,0.52123,0.46053,0.44302,0.50617,0.9274
0.85201,0.93717,0.028867,0.064387,0.87354,0.14274,0.93194,0.97669,0.9197,0.90182,0.030122,0.74198,0.86292,0.14534,0.85843,0.25829,0.92438,0.95825,0.51617,0.46968,0.45894,0.51394,0.93017
0.85397,0.93708,0.028195,0.063327,0.87282,0.1431,0.92608,0.96509,0.88745,0.90823,0.031615,0.74619,0.85925,0.14164,0.85787,0.25411,0.92154,0.95036,0.52989,0.46996,0.44804,0.50788,0.93452
0.85508,0.94385,0.030887,0.047825,0.86716,0.1425,0.92106,0.96588,0.89928,0.90893,0.032529,0.74839,0.8376,0.1432,0.83878,0.24864,0.91987,0.95266,0.52732,0.47026,0.44615,0.48924,0.94109
0.85486,0.92616,0.037799,0.032714,0.86317,0.14477,0.91243,0.97156,0.88351,0.91247,0.033591,0.74559,0.83899,0.13717,0.83056,0.24577,0.91631,0.9549,0.53029,0.44514,0.43837,0.48072,0.94141
0.85478,0.92301,0.039525,0.022087,0.85276,0.14764,0.90485,0.98196,0.85844,0.91176,0.035898,0.74289,0.85064,0.13374,0.80925,0.24249,0.91197,0.95068,0.5278,0.44113,0.4511,0.48857,0.94623
0.85451,0.91357,0.040438,0,0.84666,0.15016,0.90393,0.97835,0.86411,0.91783,0.03779,0.73355,0.83726,0.12601,0.79144,0.23763,0.90841,0.94805,0.53071,0.45749,0.43251,0.49627,0.945
0.85397,0.90338,0.035479,0.017682,0.84236,0.15043,0.90157,0.96543,0.87305,0.91589,0.039121,0.73441,0.82645,0.12099,0.79176,0.23423,0.90513,0.94694,0.56461,0.47349,0.431,0.48807,0.94381
0.85443,0.90491,0.040312,0.015585,0.84285,0.15161,0.89229,0.96629,0.87847,0.91732,0.039201,0.73526,0.81591,0.11735,0.7921,0.23045,0.90213,0.95565,0.56184,0.45769,0.43208,0.4985,0.94118
0.85335,0.89908,0.04429,0.036223,0.8332,0.15581,0.89093,0.96305,0.88379,0.91933,0.041508,0.73756,0.82034,0.11491,0.78494,0.22569,0.90086,0.95303,0.58205,0.42714,0.41942,0.51503,0.94589
0.85316,0.89852,0.049811,0.041335,0.82994,0.15691,0.89025,0.96853,0.88901,0.91999,0.043766,0.7352,0.815,0.11443,0.79052,0.22028,0.899,0.95189,0.5939,0.45535,0.41572,0.53746,0.94546
0.85253,0.8959,0.058264,0.044649,0.82381,0.15353,0.88958,0.96088,0.90321,0.91878,0.04399,0.73291,0.80077,0.10928,0.78864,0.21803,0.89742,0.95076,0.59821,0.44034,0.42008,0.57449,0.94797
0.85127,0.89151,0.068129,0.038635,0.81094,0.15525,0.88755,0.9663,0.87998,0.91818,0.045874,0.73208,0.81688,0.10306,0.77957,0.21509,0.89686,0.95277,0.61241,0.42569,0.42679,0.55996,0.94902
0.84951,0.89017,0.075481,0.052792,0.80432,0.15811,0.88633,0.95644,0.87691,0.91762,0.047534,0.72681,0.81653,0.1067,0.75855,0.21348,0.89633,0.93962,0.61644,0.43776,0.4256,0.56052,0.9439
0.84807,0.88594,0.089645,0.061302,0.80393,0.16118,0.8891,0.96184,0.87142,0.91105,0.049494,0.71587,0.7956,0.10184,0.7451,0.21023,0.89581,0.93592,0.63233,0.42013,0.4008,0.56374,0.94501
0.84739,0.8827,0.09729,0.069652,0.79989,0.16277,0.88656,0.95899,0.86296,0.91061,0.051744,0.72139,0.80216,0.099789,0.74871,0.20923,0.89645,0.94541,0.63878,0.42872,0.40231,0.58136,0.94689
0.8455,0.87864,0.10186,0.063703,0.79363,0.1635,0.88602,0.95813,0.8633,0.91019,0.053769,0.71812,0.79751,0.090543,0.7544,0.20561,0.89558,0.94438,0.64244,0.4149,0.427,0.57593,0.94539
0.84323,0.86796,0.10481,0.077093,0.78981,0.16617,0.88226,0.94884,0.877,0.90872,0.054356,0.71494,0.79299,0.090441,0.74834,0.2023,0.89458,0.95061,0.66022,0.41934,0.41851,0.57064,0.94122
0.84345,0.86973,0.11572,0.087061,0.78463,0.1693,0.878,0.93186,0.88745,0.91496,0.055537,0.70726,0.79105,0.08973,0.75185,0.20096,0.89377,0.96258,0.66153,0.43825,0.41761,0.54897,0.9457
0.84264,0.87338,0.11995,0.082739,0.77252,0.17268,0.87326,0.92307,0.88461,0.91404,0.057012,0.70559,0.8019,0.091267,0.7553,0.19944,0.89192,0.963,0.66488,0.44641,0.4218,0.5523,0.94758
0.84229,0.8696,0.12326,0.082013,0.76558,0.17655,0.87291,0.91675,0.88951,0.91025,0.059086,0.70686,0.8145,0.089488,0.75407,0.19659,0.88884,0.96181,0.6595,0.44731,0.42093,0.55872,0.94358
0.83818,0.85885,0.12925,0.059257,0.76754,0.1783,0.87405,0.91964,0.89818,0.91468,0.06087,0.69914,0.8221,0.096093,0.76607,0.19159,0.88326,0.97975,0.66451,0.44457,0.43168,0.56586,0.94789
0.83322,0.87566,0.13328,0.085769,0.76824,0.17496,0.86707,0.95079,0.91216,0.92242,0.060672,0.70841,0.82969,0.10954,0.77345,0.18934,0.87695,0.98362,0.6894,0.46716,0.44243,0.55369,0.95353
0.82698,0.88048,0.14222,0.07116,0.76481,0.17463,0.86494,0.97419,0.90022,0.9262,0.060334,0.71223,0.82663,0.11663,0.7536,0.18613,0.8701,0.99197,0.69644,0.45809,0.44371,0.54713,0.95785
0.81467,0.87436,0.14543,0.074008,0.7495,0.17424,0.85468,0.95109,0.89888,0.91889,0.054156,0.71766,0.80418,0.12092,0.7317,0.176,0.86219,1,0.73305,0.47672,0.445,0.54618,0.95056
0.79919,0.86908,0.14929,0.064442,0.74117,0.17464,0.84941,0.95808,0.9052,0.92214,0.046935,0.68877,0.78222,0.12373,0.70774,0.15373,0.85464,0.97287,0.72022,0.48823,0.42181,0.53962,0.94121
0.78211,0.87201,0.15742,0.04828,0.72317,0.17315,0.83929,0.96507,0.90091,0.90732,0.039713,0.67431,0.7685,0.1169,0.70125,0.12756,0.84616,0.94862,0.72268,0.48628,0.39861,0.53305,0.92937
0.76442,0.86757,0.16489,0.056172,0.71626,0.17976,0.83787,0.96795,0.88897,0.89487,0.034926,0.64831,0.73782,0.11215,0.65879,0.10667,0.83787,0.92724,0.73636,0.44951,0.36763,0.53459,0.92649
0.74717,0.84462,0.18318,0.045442,0.70443,0.18078,0.82518,0.96537,0.86643,0.88704,0.02986,0.59986,0.71102,0.11167,0.64562,0.087637,0.82487,0.91865,0.72149,0.41274,0.34666,0.53364,0.92185
0.73044,0.83934,0.18491,0.044798,0.69467,0.18414,0.8162,0.97418,0.85449,0.87986,0.025385,0.58091,0.69342,0.10312,0.64889,0.072151,0.81585,0.91421,0.72599,0.43849,0.35073,0.51275,0.91397
0.717,0.83764,0.19319,0.05075,0.68839,0.18971,0.80965,0.95518,0.86317,0.87322,0.020458,0.56357,0.68405,0.09788,0.66089,0.063654,0.80519,0.91105,0.73303,0.44288,0.30305,0.48376,0.90668
0.70837,0.83594,0.19279,0.070667,0.67308,0.19718,0.80751,0.95853,0.84887,0.86657,0.015045,0.54462,0.67663,0.096422,0.65491,0.05378,0.79687,0.89798,0.72683,0.44805,0.30657,0.50149,0.90336
0.70247,0.8315,0.20174,0.083602,0.66475,0.2041,0.80367,0.93953,0.86285,0.84951,0.011961,0.54011,0.65225,0.092278,0.64688,0.048088,0.78891,0.88907,0.72929,0.46669,0.31732,0.51425,0.90063
0.69793,0.82896,0.20855,0.096148,0.65435,0.21237,0.79726,0.94059,0.83323,0.84471,0.008842,0.53816,0.61333,0.096684,0.63628,0.045625,0.78785,0.88591,0.72513,0.44733,0.33084,0.51578,0.8973
0.69493,0.82641,0.21241,0.1021,0.64665,0.21684,0.78771,0.91567,0.83955,0.82764,0.0042282,0.53781,0.61027,0.099502,0.619,0.040357,0.78387,0.87444,0.70312,0.40027,0.29764,0.50922,0.88928
0.68946,0.81545,0.22562,0.087878,0.63609,0.2248,0.77616,0.90671,0.82526,0.81981,0.0032651,0.52463,0.61592,0.088395,0.62637,0.036941,0.77723,0.88822,0.69488,0.40148,0.31116,0.53007,0.89433
0.68365,0.8148,0.22801,0.090338,0.62982,0.23658,0.76404,0.87175,0.80802,0.81251,0.0017109,0.50729,0.6022,0.079852,0.63118,0.034426,0.77075,0.87676,0.69785,0.38213,0.31468,0.51479,0.89086
0.67758,0.81036,0.24695,0.07922,0.62212,0.2443,0.75892,0.86096,0.78606,0.81219,0.0018256,0.49828,0.59913,0.076196,0.63188,0.029634,0.76641,0.87232,0.71611,0.37306,0.29872,0.49203,0.88357
0.67209,0.79583,0.26524,0.087111,0.60808,0.25042,0.75308,0.86795,0.76647,0.81069,0.0010363,0.48768,0.56845,0.072052,0.61255,0.027647,0.75993,0.87907,0.71908,0.37744,0.29277,0.51786,0.87364
0.66559,0.80065,0.26992,0.079485,0.60116,0.25544,0.7528,0.86491,0.76454,0.79429,0.00069898,0.46456,0.55279,0.078046,0.59989,0.027991,0.75382,0.86185,0.73734,0.36441,0.29629,0.50009,0.86503
0.65849,0.80168,0.27674,0.087376,0.59283,0.26131,0.7431,0.85184,0.80207,0.78764,0.0015786,0.46133,0.52647,0.069504,0.62319,0.023887,0.74677,0.86572,0.7449,0.33793,0.30703,0.47733,0.8667
0.65131,0.80187,0.27978,0.082853,0.57752,0.27143,0.73484,0.85701,0.81605,0.78918,0.00078929,0.4536,0.50645,0.070123,0.64393,0.022854,0.74025,0.86703,0.76112,0.38743,0.3278,0.49257,0.86911
0.64343,0.7947,0.28298,0.090745,0.56712,0.27675,0.72401,0.83026,0.79586,0.78478,0,0.44748,0.52083,0.069154,0.65336,0.019438,0.73283,0.84278,0.74574,0.36411,0.33409,0.46981,0.87401
0.63633,0.79215,0.29259,0.10523,0.55387,0.28607,0.71759,0.8295,0.80159,0.7776,0.0010534,0.43014,0.52455,0.069774,0.65663,0.019993,0.72758,0.84538,0.75534,0.3408,0.34539,0.47135,0.8795
0.62873,0.78393,0.30153,0.10963,0.53587,0.29484,0.72188,0.7941,0.84679,0.77149,0.0025241,0.40703,0.49629,0.075768,0.63472,0.01753,0.72147,0.85212,0.76493,0.3523,0.34668,0.4841,0.87868
0.6212,0.76834,0.31621,0.096961,0.52262,0.30311,0.71604,0.77282,0.85311,0.77302,0.0024649,0.39545,0.48693,0.069424,0.61487,0.017397,0.71442,0.84481,0.77657,0.3187,0.34074,0.48564,0.86889
0.61521,0.76306,0.32155,0.095929,0.51714,0.31003,0.70635,0.76385,0.84941,0.76347,0.0018147,0.39639,0.48192,0.067356,0.62688,0.019117,0.71102,0.8375,0.79483,0.36186,0.35649,0.49527,0.86293
0.60974,0.75021,0.33689,0.086751,0.5012,0.31744,0.69494,0.75261,0.85043,0.76026,0.0026943,0.38738,0.48516,0.061624,0.60959,0.01946,0.70683,0.83562,0.79525,0.352,0.355,0.48622,0.86533
0.60409,0.73841,0.34583,0.090763,0.49223,0.32141,0.6911,0.75367,0.84143,0.75652,0.0017312,0.36876,0.48209,0.060655,0.59899,0.022132,0.70397,0.83533,0.83135,0.35639,0.35851,0.48215,0.87552
0.59948,0.72492,0.34822,0.089731,0.47961,0.32969,0.67969,0.75063,0.82478,0.74763,0.0042797,0.37098,0.45771,0.057976,0.60842,0.019669,0.69892,0.83505,0.84757,0.35761,0.39652,0.45939,0.86427
0.59298,0.73142,0.36372,0.077062,0.47334,0.34011,0.67014,0.72981,0.82286,0.74323,0.0066543,0.36197,0.46094,0.05432,0.60912,0.01996,0.69314,0.83189,0.83678,0.39365,0.41951,0.46903,0.85639
0.58656,0.71689,0.37627,0.079522,0.46357,0.35133,0.65674,0.72267,0.80031,0.7441,0.010906,0.35713,0.4729,0.056039,0.60058,0.022156,0.68953,0.81467,0.84433,0.38775,0.43026,0.46558,0.84705
0.58134,0.70151,0.38014,0.073835,0.45587,0.36041,0.65347,0.71963,0.81959,0.73917,0.01116,0.34685,0.46111,0.057147,0.61052,0.018052,0.68535,0.81854,0.85342,0.38896,0.44156,0.45653,0.83917
0.5756,0.69981,0.38629,0.089873,0.46148,0.37083,0.64963,0.71477,0.80529,0.74348,0.013535,0.33784,0.44739,0.052391,0.59992,0.01813,0.67974,0.82242,0.86047,0.39652,0.42838,0.45807,0.84085
0.57089,0.69348,0.3995,0.080307,0.45457,0.37535,0.64008,0.71173,0.79335,0.73855,0.014727,0.32755,0.44626,0.065348,0.60781,0.019162,0.67486,0.83748,0.87414,0.36924,0.44915,0.44029,0.83987
0.56601,0.68904,0.41353,0.099836,0.44956,0.38227,0.63481,0.71871,0.80733,0.73771,0.017102,0.32015,0.44756,0.069143,0.61108,0.022258,0.66945,0.84263,0.87915,0.39183,0.46991,0.44744,0.84287
0.56112,0.68481,0.42329,0.11587,0.44408,0.38944,0.62896,0.69972,0.77713,0.73225,0.018886,0.33103,0.44256,0.070251,0.60972,0.021383,0.66424,0.85098,0.88212,0.45241,0.48344,0.42156,0.84013
0.55563,0.67932,0.43797,0.12027,0.43717,0.39827,0.62255,0.67297,0.76519,0.73313,0.021608,0.32779,0.46081,0.075146,0.60118,0.023103,0.65559,0.82672,0.88458,0.43622,0.4697,0.4231,0.83417
0.55102,0.67488,0.44692,0.1367,0.42946,0.40789,0.61728,0.68634,0.7503,0.7282,0.023079,0.33867,0.45145,0.076865,0.58646,0.02064,0.6496,0.82229,0.88908,0.47622,0.45652,0.43025,0.82747
0.54641,0.67613,0.45373,0.1411,0.42953,0.42182,0.61387,0.67738,0.74838,0.72907,0.02594,0.35211,0.45274,0.087622,0.56918,0.021619,0.64743,0.81657,0.87829,0.51226,0.43611,0.42867,0.82458
0.54203,0.67737,0.46481,0.1455,0.42959,0.43065,0.6056,0.66613,0.76235,0.72533,0.030157,0.34728,0.44968,0.093617,0.58786,0.023815,0.64325,0.81757,0.86087,0.53089,0.47412,0.41899,0.82244
0.53699,0.68219,0.47228,0.13283,0.42268,0.44027,0.59976,0.63528,0.74511,0.72805,0.033471,0.33827,0.44468,0.088861,0.56801,0.022781,0.6389,0.81313,0.85875,0.5701,0.44592,0.42863,0.83057
0.53159,0.66303,0.48401,0.12676,0.41577,0.44879,0.59007,0.63999,0.73612,0.72655,0.036054,0.33215,0.44161,0.093878,0.55947,0.02286,0.6371,0.80997,0.87242,0.59269,0.43998,0.42705,0.82578
0.52636,0.66132,0.4959,0.12572,0.40743,0.45485,0.58922,0.62875,0.73478,0.72677,0.039367,0.32186,0.45986,0.098284,0.5576,0.021826,0.63206,0.80521,0.88405,0.59391,0.4318,0.43108,0.82172
0.52173,0.66151,0.49977,0.13168,0.40385,0.46417,0.57838,0.61978,0.7305,0.72065,0.042542,0.31703,0.47182,0.10159,0.55162,0.022858,0.62607,0.8174,0.87734,0.56347,0.43587,0.42701,0.81253
0.516,0.65813,0.51232,0.12948,0.40312,0.47349,0.57497,0.62084,0.72091,0.71506,0.044186,0.30674,0.47311,0.093659,0.53023,0.023889,0.62066,0.82159,0.91344,0.54411,0.43716,0.43976,0.80847
0.50993,0.6499,0.52913,0.13233,0.39542,0.48366,0.56599,0.60595,0.71427,0.71066,0.048577,0.291,0.49815,0.089881,0.50832,0.025397,0.61291,0.82706,0.91845,0.52792,0.43623,0.42759,0.79721
0.50454,0.65094,0.52955,0.14022,0.39183,0.48893,0.56143,0.58923,0.68407,0.7052,0.050987,0.27494,0.48249,0.085126,0.5157,0.025264,0.60697,0.82103,0.91479,0.47294,0.44753,0.40172,0.79051
0.49933,0.65218,0.52833,0.13608,0.38698,0.4964,0.55174,0.58209,0.66683,0.70146,0.053987,0.27042,0.48136,0.08147,0.50048,0.023489,0.60012,0.82362,0.91521,0.48128,0.48554,0.39204,0.7916
0.49308,0.64122,0.53236,0.14902,0.37168,0.50627,0.55018,0.5672,0.66785,0.70009,0.057022,0.25725,0.45698,0.078302,0.49244,0.021026,0.5945,0.82078,0.90646,0.44451,0.48905,0.37676,0.78108
0.48699,0.63594,0.5413,0.15497,0.36461,0.51375,0.55061,0.55231,0.67417,0.69345,0.060058,0.25818,0.46021,0.074646,0.49982,0.019517,0.58856,0.8221,0.87987,0.43861,0.47309,0.38141,0.77629
0.4817,0.61404,0.54877,0.17799,0.36673,0.52036,0.54163,0.54106,0.66694,0.69432,0.063997,0.2604,0.45473,0.066715,0.48459,0.017319,0.58475,0.82309,0.87163,0.42954,0.44712,0.36675,0.77282
0.4752,0.61697,0.55837,0.16842,0.36125,0.52648,0.53394,0.52617,0.64734,0.69005,0.066406,0.2344,0.44779,0.068434,0.47656,0.014168,0.58204,0.81834,0.86542,0.41334,0.45341,0.40068,0.76553
0.47057,0.61253,0.55797,0.15576,0.35006,0.5342,0.52938,0.53726,0.6407,0.68921,0.069859,0.227,0.45102,0.060014,0.46647,0.012182,0.57716,0.80815,0.86839,0.45968,0.43745,0.36671,0.75765
0.46442,0.59989,0.57052,0.16869,0.34378,0.54598,0.5174,0.50459,0.6105,0.68375,0.073485,0.22376,0.46491,0.057946,0.44713,0.010884,0.57138,0.79955,0.86678,0.45061,0.41148,0.35455,0.74772
0.4586,0.60849,0.58455,0.16261,0.33814,0.55241,0.51285,0.49972,0.60386,0.68107,0.077285,0.23881,0.48074,0.058565,0.44116,0.0070448,0.56687,0.77818,0.85395,0.40275,0.40275,0.32057,0.74499
0.45261,0.6049,0.59562,0.1771,0.32774,0.56283,0.50144,0.49076,0.59958,0.68366,0.080738,0.23141,0.46702,0.062482,0.41257,0.006435,0.56035,0.77917,0.8452,0.44592,0.41628,0.31401,0.73843
0.44832,0.59204,0.60375,0.20206,0.32147,0.57246,0.49375,0.47951,0.55701,0.67754,0.085129,0.21823,0.47703,0.063712,0.38604,0.0023313,0.55281,0.7888,0.82982,0.44002,0.42257,0.30434,0.73761
0.44346,0.59602,0.60761,0.20801,0.32074,0.58153,0.47536,0.47054,0.55509,0.67024,0.089207,0.22045,0.45701,0.060667,0.37133,0.0010333,0.54793,0.77701,0.82361,0.47606,0.41885,0.28656,0.74192
0.43867,0.59453,0.62524,0.21241,0.31224,0.59005,0.47337,0.45748,0.53549,0.66874,0.093146,0.2185,0.46267,0.055912,0.38128,0,0.54129,0.75979,0.84901,0.48124,0.41792,0.29371,0.7339
0.43405,0.5882,0.64075,0.22496,0.30739,0.60078,0.46753,0.45216,0.52649,0.66843,0.098163,0.20661,0.47026,0.053844,0.38455,0.0024607,0.5346,0.74672,0.83159,0.52124,0.40196,0.31705,0.73572
0.42925,0.57556,0.64887,0.23246,0.2886,0.61016,0.45926,0.45094,0.48864,0.66402,0.10287,0.1976,0.47592,0.048111,0.38114,0.0041802,0.52866,0.76178,0.81163,0.49475,0.37598,0.33478,0.73225
0.42411,0.56733,0.65847,0.21824,0.27741,0.61763,0.44771,0.45382,0.48435,0.66252,0.10681,0.20559,0.46849,0.052029,0.38389,0.0026705,0.52251,0.7404,0.8095,0.45798,0.34833,0.35563,0.73142
0.41794,0.56016,0.66381,0.24475,0.26828,0.62775,0.43688,0.41705,0.47536,0.65878,0.10998,0.20813,0.44411,0.056923,0.34657,0.0020607,0.51673,0.743,0.80738,0.4592,0.36409,0.35468,0.72472
0.41255,0.55488,0.67144,0.26079,0.26058,0.63436,0.43475,0.42632,0.47343,0.65504,0.11635,0.21741,0.46043,0.055344,0.35601,0.0021392,0.51169,0.73728,0.81646,0.47071,0.35536,0.35123,0.72331
0.40869,0.55886,0.68252,0.26325,0.26476,0.64423,0.42819,0.41735,0.46679,0.65473,0.12043,0.21129,0.4467,0.057551,0.35208,0.0029588,0.50537,0.72869,0.83472,0.4371,0.35164,0.33906,0.72043
0.40587,0.55547,0.69441,0.25563,0.25927,0.65552,0.42178,0.40246,0.45485,0.65732,0.12681,0.201,0.46302,0.05927,0.3235,0.0021372,0.49943,0.7185,0.8326,0.4312,0.37018,0.38171,0.71505
0.40226,0.54367,0.70844,0.24606,0.24809,0.66674,0.41665,0.40945,0.42171,0.66281,0.13426,0.17628,0.48127,0.064164,0.3129,0.001951,0.49422,0.7211,0.82435,0.4253,0.39595,0.36394,0.71099
0.39833,0.52366,0.71525,0.27412,0.24102,0.67612,0.41024,0.40869,0.43863,0.66025,0.14261,0.18427,0.47627,0.062096,0.31565,0.0034058,0.48988,0.70835,0.83599,0.39248,0.42673,0.36797,0.70429
0.39311,0.51102,0.71633,0.28357,0.23696,0.68575,0.40568,0.40382,0.42669,0.65876,0.14916,0.18809,0.46061,0.058929,0.29632,0.00629,0.48106,0.68697,0.84966,0.3937,0.45973,0.3639,0.69319
